ZTF18aasprui 0.03827 243.640791 36.943455
filter ztfg
58334.188 20.410 0.077 
58336.237 19.351 0.041 
58337.181 18.861 0.016 
58343.180 17.585 0.007 
58343.181 17.586 0.009 
58346.157 17.363 0.007 
58346.159 17.358 0.009 
58349.162 17.344 0.010 
58349.164 17.341 0.011 
58349.171 17.360 0.011 
58349.190 17.356 0.010 
58350.236 17.358 0.010 
58350.248 17.365 0.009 
58350.248 17.389 0.012 
58350.255 17.342 0.011 
58350.256 17.359 0.009 
58350.278 17.346 0.013 
58350.278 17.376 0.011 
58351.248 17.426 0.013 
58351.248 17.468 0.013 
58351.255 17.458 0.013 
58351.255 17.441 0.012 
58351.284 17.460 0.015 
58351.284 17.501 0.018 
58352.150 17.471 0.014 
58352.153 17.497 0.016 
58352.160 17.520 0.018 
58352.173 17.458 0.015 
58352.178 17.505 0.017 
58352.192 17.470 0.013 
58352.192 17.506 0.015 
58360.141 18.536 0.032 
58360.142 18.347 0.016 
58360.160 18.469 0.022 
58360.162 18.380 0.015 
58361.154 18.470 0.018 
58361.154 18.452 0.016 
58361.183 18.534 0.019 
58361.184 18.436 0.017 
58361.198 18.461 0.018 
58361.198 18.464 0.014 
58362.203 18.570 0.016 
58362.203 18.603 0.019 
58365.220 18.920 0.028 
58365.220 19.049 0.031 
58367.218 19.341 0.046 
58367.243 19.203 0.045 
58367.263 19.130 0.046 
58368.196 19.427 0.056 
58368.196 19.300 0.036 
58368.197 19.343 0.043 
58368.225 19.327 0.047 
58368.226 19.309 0.043 
58368.236 19.364 0.048 
58368.236 19.450 0.062 
58368.237 19.352 0.057 
58369.226 19.404 0.040 
58369.226 19.355 0.047 
58369.243 19.388 0.049 
58369.243 19.345 0.052 
58369.256 19.474 0.072 
58369.256 19.436 0.064 
58371.197 19.706 0.057 
58371.201 19.517 0.045 
58371.202 19.782 0.069 
58371.224 19.514 0.050 
58371.225 19.625 0.055 
58371.225 19.575 0.056 
58371.235 19.715 0.076 
58371.237 19.681 0.070 
58372.223 19.713 0.054 
58372.224 19.687 0.065 
58372.239 19.752 0.081 
58372.239 19.676 0.067 
58373.204 19.645 0.069 
58373.218 19.762 0.081 
58373.235 19.619 0.085 
58374.194 19.778 0.070 
58374.195 19.772 0.069 
58374.196 19.797 0.062 
58374.215 19.842 0.087 
58374.215 19.977 0.085 
58374.241 19.795 0.098 
58374.242 19.869 0.126 
58377.194 20.112 0.108 
58377.195 19.955 0.094 
58377.217 20.005 0.110 
58377.243 20.062 0.142 
58378.152 19.934 0.085 
58378.152 20.091 0.089 
58378.152 19.962 0.079 
58378.173 20.033 0.094 
58378.174 19.991 0.087 
58378.203 20.078 0.108 
58378.203 19.746 0.087 
58380.177 20.444 0.226 
58381.173 20.072 0.158 
58381.173 20.073 0.147 
58381.174 20.186 0.135 
58381.205 19.873 0.143 
58381.213 20.314 0.222 
58382.172 19.984 0.119 
58382.204 20.542 0.281 
58382.220 20.234 0.229 
58383.182 20.175 0.197 
58383.215 20.032 0.230 
58385.116 20.368 0.213 
58386.116 20.016 0.146 
58388.116 20.352 0.099 
filter ztfr
58334.167 20.478 0.116 
58336.206 19.187 0.036 
58337.193 18.949 0.030 
58340.183 18.055 0.018 
58343.160 17.576 0.009 
58343.161 17.622 0.009 
58346.180 17.459 0.009 
58346.182 17.429 0.009 
58349.256 17.422 0.013 
58349.275 17.416 0.014 
58350.151 17.369 0.013 
58350.154 17.366 0.010 
58350.174 17.369 0.011 
58350.182 17.377 0.010 
58350.194 17.400 0.011 
58350.207 17.362 0.009 
58351.164 17.385 0.013 
58351.177 17.369 0.009 
58351.184 17.446 0.012 
58351.206 17.438 0.013 
58351.206 17.436 0.012 
58352.227 17.493 0.014 
58352.227 17.474 0.015 
58352.228 17.475 0.015 
58352.231 17.511 0.016 
58352.232 17.433 0.013 
58352.259 17.490 0.015 
58352.259 17.438 0.014 
58353.150 17.522 0.014 
58353.162 17.516 0.013 
58353.164 17.484 0.012 
58353.171 17.518 0.013 
58353.180 17.511 0.012 
58353.196 17.566 0.013 
58353.196 17.500 0.012 
58353.240 17.516 0.014 
58353.240 17.525 0.014 
58353.267 17.499 0.015 
58353.267 17.520 0.014 
58353.276 17.552 0.017 
58353.277 17.474 0.017 
58353.278 17.513 0.015 
58354.186 17.591 0.015 
58354.206 17.606 0.018 
58354.207 17.620 0.020 
58354.212 17.576 0.018 
58354.212 17.577 0.025 
58354.246 17.582 0.015 
58354.247 17.538 0.015 
58355.236 17.637 0.016 
58355.256 17.638 0.018 
58356.207 17.796 0.023 
58356.213 17.792 0.023 
58356.214 17.768 0.023 
58356.215 17.712 0.021 
58356.216 17.793 0.021 
58356.240 17.800 0.024 
58356.241 17.860 0.027 
58356.256 17.733 0.025 
58356.257 17.807 0.025 
58357.177 17.914 0.026 
58357.178 17.879 0.025 
58357.244 17.870 0.027 
58357.244 17.880 0.027 
58357.264 17.885 0.033 
58357.264 17.903 0.033 
58357.283 17.884 0.036 
58357.284 17.839 0.037 
