ZTF20acwoamm 0.0676333 127.806184 18.719209
filter ztfg
59193.421 18.341 0.015 
59193.458 18.299 0.019 
59198.396 17.851 0.011 
59198.416 17.868 0.010 
59200.412 17.801 0.012 
59203.381 17.815 0.011 
59217.422 18.509 0.035 
59218.331 18.504 0.038 
59218.435 18.544 0.029 
59218.435 18.544 0.028 
59218.466 18.534 0.030 
59219.291 18.722 0.029 
59220.330 18.805 0.023 
59220.366 18.777 0.051 
59221.333 18.877 0.021 
59221.339 18.878 0.022 
59221.378 18.856 0.023 
59222.373 18.883 0.020 
59224.347 19.107 0.031 
59224.446 19.126 0.051 
59225.235 19.205 0.044 
59225.375 19.172 0.032 
59226.321 19.365 0.045 
59226.450 19.360 0.060 
59227.421 19.313 0.040 
59228.287 19.450 0.039 
59228.411 19.378 0.038 
59228.412 19.364 0.039 
59228.424 19.505 0.034 
59229.319 19.576 0.061 
59229.320 19.429 0.054 
59229.440 19.520 0.075 
59230.313 19.603 0.052 
59230.352 19.555 0.044 
59230.353 19.466 0.043 
59230.402 19.665 0.047 
59231.268 19.983 0.105 
59232.257 19.771 0.043 
59232.426 19.800 0.041 
59233.336 19.871 0.061 
59233.358 19.974 0.068 
59248.228 20.714 0.127 
59249.429 20.482 0.250 
59250.277 20.647 0.155 
59250.412 20.526 0.191 
59251.269 20.348 0.087 
59251.365 20.594 0.129 
59251.365 20.570 0.122 
59252.286 20.535 0.084 
59252.363 20.803 0.104 
59254.250 20.646 0.102 
59254.250 20.664 0.097 
59262.297 20.816 0.139 
59264.288 20.822 0.186 
59264.288 20.870 0.199 
59265.289 20.909 0.192 
filter ztfr
59193.400 18.604 0.019 
59193.485 18.543 0.018 
59198.457 18.076 0.018 
59203.457 17.970 0.016 
59210.401 18.168 0.022 
59217.340 18.584 0.031 
59217.341 18.529 0.033 
59217.461 18.588 0.030 
59218.383 18.564 0.023 
59218.483 18.589 0.025 
59219.339 18.679 0.038 
59219.340 18.712 0.037 
59219.462 18.668 0.024 
59221.361 18.766 0.024 
59221.375 18.744 0.022 
59221.400 18.676 0.021 
59222.321 18.737 0.023 
59222.447 18.736 0.026 
59223.373 18.762 0.025 
59223.374 18.804 0.026 
59223.441 18.786 0.036 
59224.278 18.821 0.027 
59224.363 18.851 0.039 
59225.285 18.794 0.025 
59225.379 18.849 0.023 
59226.276 18.790 0.035 
59226.424 18.848 0.040 
59227.317 18.819 0.021 
59228.466 18.761 0.029 
59229.418 18.869 0.051 
59230.251 18.865 0.031 
59230.432 18.872 0.029 
59231.331 18.897 0.039 
59231.332 18.984 0.046 
59231.375 18.934 0.027 
59233.259 18.925 0.027 
59248.170 19.613 0.042 
59248.390 19.749 0.058 
59249.388 19.708 0.108 
59250.243 19.762 0.093 
59250.352 19.715 0.075 
59251.298 19.805 0.059 
59251.319 19.778 0.045 
59251.455 19.672 0.094 
59252.203 19.786 0.052 
59262.214 20.017 0.090 
59264.212 20.178 0.072 
59266.254 19.901 0.154 
59268.253 20.211 0.132 
filter ztfi
59190.378 19.695 0.111 
59199.465 18.678 0.061 
59210.444 18.908 0.067 
59217.302 19.461 0.102 
59223.422 19.657 0.116 
59225.333 19.454 0.095 
59260.321 20.390 0.203 
59266.191 20.400 0.295 
