ZTF20acjlkpe 0.07 288.919412 55.66466
filter ztfg
59135.217 21.069 0.295 
59137.216 19.834 0.121 
59139.181 19.036 0.042 
59141.201 18.501 0.032 
59143.153 18.083 0.019 
59145.198 17.881 0.021 
59149.176 17.762 0.046 
59151.139 17.725 0.031 
59153.143 17.712 0.033 
59153.226 17.824 0.036 
59153.226 17.826 0.036 
59153.228 17.788 0.044 
59153.228 17.729 0.043 
59154.206 17.858 0.036 
59154.206 17.807 0.034 
59155.142 17.794 0.033 
59157.136 17.873 0.027 
59164.221 18.377 0.070 
59167.179 18.635 0.068 
59169.100 18.752 0.045 
59171.157 18.959 0.078 
59175.077 19.339 0.140 
59177.124 19.482 0.175 
59179.162 19.527 0.180 
59179.197 19.575 0.149 
59179.197 19.706 0.165 
filter ztfr
59135.136 20.942 0.307 
59137.187 19.821 0.144 
59139.238 19.009 0.076 
59141.116 18.614 0.045 
59149.091 17.925 0.053 
59151.097 17.956 0.037 
59153.095 17.953 0.037 
59155.092 17.942 0.029 
59157.114 17.974 0.032 
59164.115 18.471 0.046 
59167.095 18.615 0.070 
59169.155 18.713 0.075 
59171.096 18.544 0.060 
59173.093 18.660 0.053 
59177.083 18.665 0.072 
59179.125 18.988 0.077 
59181.097 18.928 0.158 
59184.101 19.176 0.117 
59186.116 19.083 0.163 
59188.118 19.510 0.172 
