ZTF18acusbyf 0.01772949 102.835244 45.644633
filter ztfg
58464.327 17.452 0.008 
58468.413 16.800 0.007 
58480.281 16.943 0.008 
58488.246 17.831 0.009 
58495.222 18.573 0.026 
58505.246 19.337 0.142 
58506.446 19.633 0.232 
58509.216 19.513 0.054 
58522.172 19.634 0.043 
58522.173 19.661 0.053 
58523.240 19.715 0.047 
58538.332 19.881 0.121 
filter ztfr
58461.514 18.114 0.023 
58464.302 17.321 0.008 
58471.203 16.556 0.031 
58471.287 16.457 0.005 
58472.277 16.461 0.013 
58474.295 16.403 0.009 
58476.426 16.427 0.023 
58480.323 16.686 0.006 
58481.458 16.840 0.018 
58486.445 17.097 0.009 
58490.221 17.174 0.007 
58493.283 17.206 0.006 
58507.291 18.239 0.047 
58508.277 18.317 0.058 
58509.261 18.356 0.025 
58510.263 18.390 0.082 
58522.203 18.762 0.022 
58522.221 18.774 0.027 
58523.216 18.764 0.018 
58526.195 18.915 0.034 
58526.196 18.910 0.038 
58534.197 19.121 0.098 
58534.220 19.295 0.099 
