ZTF18acuefvt 0.07563 150.644739 25.028024
filter ztfg
58457.548 19.182 0.030 
58461.476 18.833 0.030 
58464.469 18.650 0.019 
58480.501 19.296 0.076 
58482.512 19.438 0.061 
58486.434 19.617 0.068 
58491.437 20.069 0.080 
58491.456 19.936 0.122 
58494.483 20.346 0.073 
58502.441 20.597 0.292 
filter ztfr
58455.517 19.842 0.145 
58476.469 18.572 0.050 
58476.469 18.573 0.039 
58480.452 18.887 0.048 
58481.438 18.969 0.041 
58502.420 19.650 0.126 
58502.518 19.692 0.126 
58503.336 19.677 0.285 
58503.352 19.611 0.243 
58503.370 19.629 0.274 
58503.405 19.572 0.126 
58503.422 19.512 0.104 
58503.438 19.800 0.152 
58503.454 19.660 0.172 
58508.479 20.185 0.187 
58510.284 19.814 0.193 
