ZTF20aalyeut 0.08644732 175.677966 7.851469
filter ztfg
58879.463 19.818 0.117 
58883.460 19.129 0.058 
58887.423 18.663 0.068 
58892.380 18.801 0.051 
58895.382 18.909 0.033 
58899.377 19.164 0.040 
58903.356 19.649 0.056 
58905.312 19.749 0.105 
58906.355 19.827 0.087 
58908.335 20.027 0.087 
58911.377 20.524 0.218 
58912.273 20.354 0.172 
58913.293 20.520 0.202 
58914.421 19.915 0.193 
filter ztfr
58883.502 19.312 0.112 
58892.333 18.881 0.066 
58895.437 18.892 0.034 
58899.335 19.083 0.036 
58901.381 19.148 0.052 
58903.377 19.328 0.069 
58906.445 19.459 0.074 
58911.250 19.729 0.165 
58913.426 19.718 0.144 
58914.380 19.873 0.161 
58915.377 19.462 0.101 
