ZTF19acrwzqs 0.09932992 137.799265 37.269751
filter ztfg
58802.547 18.762 0.040 
58804.489 18.708 0.067 
58805.509 18.679 0.045 
58805.528 18.652 0.039 
58812.426 19.079 0.028 
58833.540 20.318 0.304 
58846.496 21.446 0.200 
58846.497 21.347 0.175 
58850.437 21.180 0.222 
58851.519 21.326 0.303 
58852.487 21.524 0.188 
58852.497 21.750 0.221 
58853.473 21.696 0.219 
58855.467 21.328 0.269 
58874.368 21.776 0.194 
filter ztfr
58791.505 20.394 0.110 
58794.542 19.610 0.062 
58799.496 19.097 0.059 
58827.447 19.483 0.093 
58830.448 19.570 0.088 
58833.488 19.419 0.174 
58835.452 19.768 0.135 
58836.471 19.882 0.065 
58837.458 20.250 0.222 
58846.446 20.463 0.101 
58846.447 20.506 0.099 
58849.437 20.433 0.104 
58849.437 20.542 0.115 
58850.500 20.473 0.163 
58851.447 20.793 0.208 
58851.485 20.391 0.121 
58852.422 20.737 0.105 
58852.423 20.698 0.101 
58853.434 20.794 0.110 
58855.343 20.644 0.230 
58862.333 20.573 0.178 
58864.236 20.926 0.137 
58864.237 21.130 0.167 
58866.345 20.828 0.184 
58873.281 21.107 0.166 
58875.285 21.014 0.160 
