ZTF18aayjyub 0.03809568 200.116658 62.300754
filter ztfg
58276.247 20.464 0.080 
58276.262 20.387 0.088 
58279.225 18.778 0.023 
58279.226 18.813 0.023 
58282.266 17.878 0.010 
58288.221 17.195 0.007 
58288.224 17.144 0.006 
58292.204 17.049 0.008 
58292.226 17.031 0.009 
58292.342 17.041 0.011 
58293.180 17.123 0.012 
58293.193 17.095 0.011 
58293.212 17.080 0.011 
58294.185 17.079 0.009 
58294.204 17.069 0.010 
58294.206 17.099 0.009 
58294.207 17.093 0.009 
58294.229 17.066 0.009 
58295.186 17.067 0.012 
58295.198 17.085 0.012 
58295.224 17.052 0.011 
58296.197 17.173 0.013 
58297.202 17.161 0.013 
58300.224 17.325 0.011 
58300.308 17.316 0.016 
58303.203 17.531 0.007 
58303.208 17.518 0.007 
58306.225 17.804 0.012 
58306.226 17.741 0.011 
58316.176 18.803 0.039 
58319.181 18.902 0.052 
58319.182 18.985 0.070 
58319.204 18.921 0.051 
58319.206 18.793 0.051 
58321.181 18.906 0.080 
58322.185 19.078 0.051 
58322.205 19.112 0.072 
58324.280 19.141 0.129 
58325.186 19.326 0.095 
58325.187 19.196 0.088 
58325.206 19.100 0.085 
58325.207 19.122 0.094 
58331.253 19.462 0.102 
58332.178 19.708 0.064 
58334.182 19.783 0.070 
58336.182 19.797 0.072 
58337.177 19.856 0.061 
58345.181 19.968 0.114 
58346.152 19.830 0.127 
58348.161 19.680 0.131 
58349.151 19.959 0.142 
58349.175 20.000 0.134 
58349.198 20.054 0.143 
58352.156 19.851 0.186 
58352.194 20.054 0.213 
58361.157 20.130 0.121 
filter ztfr
58276.285 20.243 0.107 
58279.245 18.921 0.026 
58279.263 18.912 0.028 
58282.222 18.061 0.013 
58282.225 18.032 0.012 
58285.178 17.557 0.057 
58288.243 17.368 0.008 
58288.262 17.340 0.008 
58291.247 17.207 0.011 
58291.248 17.282 0.009 
58292.244 17.202 0.010 
58292.258 17.175 0.009 
58292.284 17.209 0.010 
58293.243 17.202 0.010 
58293.268 17.263 0.012 
58293.291 17.268 0.012 
58294.238 17.233 0.009 
58294.239 17.233 0.009 
58294.240 17.178 0.009 
58294.254 17.226 0.009 
58295.244 17.203 0.009 
58295.262 17.196 0.010 
58295.279 17.208 0.010 
58296.242 17.263 0.012 
58296.277 17.263 0.011 
58297.282 17.257 0.016 
58297.283 17.307 0.016 
58300.186 17.420 0.009 
58300.321 17.422 0.017 
58306.177 17.870 0.017 
58306.181 17.818 0.017 
58312.201 17.974 0.017 
58316.237 18.055 0.019 
58319.214 18.102 0.029 
58319.215 18.174 0.027 
58319.216 18.147 0.034 
58319.234 18.099 0.026 
58319.234 18.110 0.028 
58319.260 18.178 0.028 
58319.260 18.099 0.024 
58321.218 18.129 0.023 
58322.244 18.184 0.025 
58322.267 18.182 0.029 
58324.180 18.156 0.037 
58325.214 18.219 0.035 
58325.214 18.208 0.029 
58325.215 18.211 0.032 
58325.235 18.265 0.037 
58325.235 18.374 0.050 
58325.267 18.246 0.048 
58334.161 18.753 0.046 
58336.203 18.897 0.029 
58337.197 18.981 0.043 
58346.174 19.282 0.065 
58348.195 19.287 0.079 
58351.142 19.210 0.083 
58351.149 19.206 0.061 
58351.151 19.509 0.077 
58351.180 19.338 0.063 
58353.144 19.365 0.089 
58353.145 19.782 0.129 
58353.152 19.609 0.091 
58353.175 19.424 0.079 
58361.144 19.602 0.080 
58362.145 19.781 0.112 
filter ztfi
58282.178 18.516 0.030 
58282.181 18.564 0.029 
58286.178 17.970 0.021 
58286.179 17.958 0.023 
58290.185 17.873 0.022 
58290.186 17.843 0.021 
58295.324 18.133 0.038 
58295.325 18.069 0.028 
58302.185 18.452 0.025 
58302.186 18.470 0.027 
58320.219 18.823 0.061 
58320.220 18.767 0.048 
