ZTF19aailltc 0.08805053 184.048607 35.95478
filter ztfg
58524.426 19.225 0.049 
58526.440 19.144 0.041 
58526.441 19.167 0.045 
58526.459 19.116 0.043 
58526.460 19.145 0.046 
58540.359 18.585 0.015 
58540.359 18.760 0.022 
58540.388 18.595 0.049 
58540.390 18.604 0.020 
58543.298 18.621 0.035 
58546.269 18.655 0.044 
58546.288 18.663 0.027 
58547.354 18.665 0.019 
58556.370 19.108 0.056 
58556.396 19.064 0.043 
58558.379 19.135 0.057 
58558.416 19.045 0.046 
58559.317 19.148 0.064 
58559.318 19.129 0.063 
58559.334 19.148 0.072 
58560.255 19.091 0.082 
58561.246 19.228 0.139 
58561.288 19.189 0.266 
58561.320 19.183 0.157 
58561.321 19.240 0.157 
58567.258 19.461 0.040 
58567.406 19.348 0.078 
58568.250 19.526 0.054 
58568.256 19.903 0.077 
58572.260 19.910 0.098 
58572.260 19.903 0.076 
58572.355 19.754 0.076 
58573.299 19.774 0.078 
58575.290 19.973 0.068 
58575.291 19.876 0.072 
58575.313 19.940 0.053 
58580.241 20.317 0.076 
58580.242 20.230 0.066 
58580.245 20.324 0.071 
58580.258 20.247 0.088 
58580.259 20.308 0.082 
58582.330 20.268 0.059 
58582.330 20.288 0.074 
58584.272 20.171 0.094 
58584.287 20.340 0.103 
58585.197 20.391 0.107 
58585.255 20.332 0.091 
58585.292 20.503 0.107 
58586.174 20.411 0.146 
58586.260 20.457 0.139 
58586.261 20.529 0.153 
58586.292 20.470 0.203 
58587.225 20.562 0.157 
58587.234 21.099 0.291 
58587.330 20.442 0.170 
58588.295 20.532 0.290 
58591.192 19.848 0.189 
58591.212 20.011 0.225 
58596.192 20.867 0.168 
58596.213 20.548 0.115 
58596.226 20.634 0.124 
58597.275 20.671 0.114 
58597.275 20.778 0.136 
58597.276 20.858 0.144 
58598.233 20.634 0.089 
58599.193 20.548 0.140 
58599.247 20.749 0.061 
58600.215 20.739 0.125 
58600.216 20.588 0.111 
58600.230 20.829 0.146 
58601.239 20.684 0.086 
58601.245 20.934 0.097 
58601.249 20.770 0.105 
58602.223 20.776 0.202 
58606.393 20.899 0.121 
58606.394 20.740 0.111 
58606.396 20.681 0.114 
58607.300 20.961 0.133 
58607.301 20.796 0.101 
58608.279 20.970 0.197 
58609.213 20.885 0.118 
58609.214 21.035 0.139 
58612.257 20.738 0.100 
58612.257 20.994 0.104 
58612.258 20.924 0.126 
58612.258 21.270 0.143 
filter ztfr
58524.450 19.544 0.046 
58524.468 19.536 0.081 
58526.490 19.451 0.110 
58526.491 19.263 0.078 
58526.491 19.201 0.078 
58526.492 19.319 0.097 
58540.271 18.700 0.030 
58543.340 18.641 0.034 
58543.341 18.661 0.029 
58543.354 18.688 0.020 
58546.311 18.681 0.025 
58547.299 18.594 0.019 
58547.310 18.650 0.017 
58556.287 18.700 0.032 
58557.263 18.626 0.062 
58557.361 18.708 0.042 
58558.213 18.851 0.064 
58558.328 18.831 0.047 
58559.255 18.760 0.046 
58559.256 18.832 0.045 
58559.274 18.817 0.045 
58559.287 18.847 0.046 
58560.340 18.762 0.043 
58561.341 18.775 0.065 
58567.237 18.941 0.018 
58567.249 19.053 0.021 
58567.319 18.903 0.036 
58568.279 18.937 0.029 
58572.290 19.085 0.049 
58572.292 19.004 0.035 
58572.299 19.051 0.056 
58572.312 19.099 0.050 
58573.258 19.118 0.044 
58573.258 19.197 0.054 
58580.282 19.455 0.029 
58580.283 19.333 0.041 
58580.283 19.469 0.033 
58580.284 19.310 0.036 
58580.350 19.367 0.048 
58581.257 19.393 0.036 
58581.257 19.391 0.049 
58582.206 19.570 0.052 
58582.232 19.428 0.032 
58582.289 19.413 0.048 
58583.280 19.493 0.064 
58583.282 19.401 0.064 
58584.299 19.479 0.046 
58584.317 19.530 0.059 
58584.317 19.434 0.047 
58585.310 19.589 0.058 
58585.317 19.389 0.046 
58586.248 19.471 0.056 
58586.248 19.437 0.042 
58586.248 19.434 0.052 
58587.277 19.383 0.115 
58587.278 19.446 0.103 
58588.342 19.509 0.159 
58589.252 19.423 0.135 
58589.261 19.680 0.152 
58591.352 19.477 0.163 
58591.353 19.610 0.187 
58591.372 19.649 0.198 
58592.269 19.514 0.127 
58592.273 19.506 0.131 
58592.282 19.775 0.180 
58593.320 20.011 0.159 
58594.319 19.700 0.147 
58594.320 19.628 0.126 
58596.260 19.797 0.074 
58597.328 19.687 0.072 
58597.328 19.760 0.074 
58597.329 19.805 0.063 
58599.166 19.713 0.073 
58601.273 19.849 0.052 
58601.273 19.967 0.042 
58602.261 20.246 0.083 
58602.283 20.109 0.114 
58606.190 20.144 0.051 
58606.204 20.122 0.049 
58606.213 20.101 0.066 
58606.238 20.175 0.066 
58607.233 20.047 0.078 
58608.235 20.223 0.077 
58608.235 20.065 0.059 
58612.209 20.194 0.089 
58612.213 20.205 0.066 
58612.214 20.191 0.051 
filter ztfi
58547.435 18.987 0.051 
58547.436 19.124 0.064 
58556.414 19.013 0.088 
58556.415 19.022 0.082 
58558.305 18.885 0.064 
58558.306 18.950 0.064 
58560.301 19.045 0.083 
58560.301 19.057 0.081 
58568.375 18.912 0.109 
58581.276 19.356 0.068 
58581.278 19.291 0.067 
58582.306 19.207 0.068 
58582.306 19.348 0.070 
58585.234 19.436 0.077 
58587.340 19.329 0.111 
58591.297 19.349 0.277 
58591.298 19.546 0.296 
58596.349 19.668 0.136 
58596.350 19.679 0.118 
58596.351 19.690 0.125 
58607.256 19.719 0.096 
58607.257 20.038 0.131 
58612.155 19.907 0.122 
58612.155 19.938 0.133 
