ZTF20achsfcq 0.09716374 12.097243 -21.958707
filter ztfg
59128.300 19.845 0.191 
59130.358 19.590 0.103 
59130.358 19.517 0.084 
59130.360 19.499 0.094 
59134.272 19.074 0.050 
59134.292 18.996 0.046 
59135.273 18.985 0.042 
59135.298 18.983 0.037 
59136.335 18.964 0.037 
59138.252 18.998 0.059 
59138.253 18.894 0.054 
59141.294 18.998 0.033 
59141.306 18.935 0.034 
59143.357 18.998 0.038 
59145.272 19.043 0.032 
59145.273 19.122 0.034 
59151.251 19.311 0.172 
59151.252 19.139 0.155 
59152.252 19.825 0.301 
59152.267 19.474 0.188 
59153.231 19.428 0.188 
59154.294 19.376 0.195 
59158.189 20.037 0.207 
59158.272 20.090 0.264 
59165.189 20.821 0.185 
59168.189 20.485 0.162 
59168.229 20.820 0.222 
59169.230 20.578 0.191 
filter ztfr
59130.272 19.621 0.079 
59130.293 19.873 0.131 
59130.294 19.613 0.065 
59130.310 19.836 0.080 
59130.311 19.777 0.080 
59134.314 19.223 0.083 
59134.315 19.400 0.097 
59135.252 19.042 0.054 
59135.391 19.261 0.082 
59137.335 19.030 0.051 
59138.293 19.195 0.076 
59138.294 18.957 0.069 
59139.272 19.013 0.045 
59139.311 19.035 0.044 
59139.311 19.040 0.044 
59143.316 18.994 0.047 
59143.316 18.905 0.036 
59145.351 18.980 0.041 
59145.351 19.030 0.053 
59151.231 19.456 0.159 
59151.232 18.885 0.125 
59152.210 19.307 0.151 
59153.316 19.285 0.162 
59156.275 19.422 0.113 
59156.275 19.521 0.093 
59158.211 19.363 0.113 
59158.229 19.859 0.161 
59164.274 20.011 0.216 
59164.276 19.527 0.150 
59165.210 19.754 0.098 
59165.227 19.860 0.099 
59165.246 19.988 0.087 
59165.247 19.973 0.088 
59167.249 19.594 0.140 
59168.274 19.783 0.134 
59168.274 19.884 0.149 
59169.304 19.636 0.139 
59170.253 20.397 0.246 
59170.254 20.191 0.210 
59172.147 19.966 0.132 
59173.240 20.143 0.163 
59179.184 20.362 0.217 
59179.185 20.438 0.260 
59182.199 20.334 0.241 
59204.209 20.274 0.272 
