ZTF18abwxhjo 0.07756273 358.628417 -4.785451
filter ztfg
58375.313 20.617 0.099 
58378.339 19.457 0.036 
58382.394 18.683 0.042 
58384.327 18.493 0.074 
58388.324 18.438 0.043 
58388.372 18.384 0.041 
58390.354 18.332 0.035 
58390.354 18.384 0.030 
58428.201 21.211 0.178 
58434.147 20.838 0.234 
58443.306 20.064 0.310 
filter ztfr
58375.355 20.412 0.116 
58378.378 19.601 0.046 
58382.317 18.885 0.044 
58388.273 18.564 0.049 
58389.332 18.462 0.028 
58389.332 18.515 0.032 
58389.333 18.492 0.033 
58428.248 19.872 0.080 
58431.187 19.927 0.150 
58434.192 19.927 0.125 
58443.126 20.343 0.269 
58443.137 20.348 0.224 
58456.166 20.440 0.211 
filter ztfi
58382.279 19.123 0.073 
58390.274 19.142 0.109 
58397.330 19.227 0.071 
