ZTF19acbvpjn 0.01659885 155.676546 46.245262
filter ztfg
58758.506 15.674 0.011 
58764.516 15.848 0.010 
58767.491 16.012 0.008 
58770.535 16.266 0.011 
58776.535 16.837 0.011 
58779.508 17.134 0.012 
58788.515 17.969 0.015 
58804.477 18.564 0.081 
58804.478 18.608 0.099 
58804.478 18.578 0.086 
58805.507 18.579 0.051 
58805.507 18.535 0.045 
58806.466 18.606 0.041 
58831.553 19.045 0.081 
filter ztfr
58757.495 15.682 0.008 
58757.496 15.658 0.004 
58758.528 15.634 0.010 
58761.506 15.650 0.007 
58764.492 15.790 0.009 
58770.475 16.230 0.008 
58770.475 16.245 0.008 
58770.493 16.256 0.018 
58771.482 16.343 0.016 
58771.483 16.317 0.011 
58776.507 16.448 0.014 
58785.506 16.705 0.013 
58788.535 16.848 0.013 
58794.535 17.300 0.014 
58799.496 17.505 0.032 
58803.429 17.623 0.040 
58806.542 17.811 0.038 
58806.551 17.800 0.030 
58806.551 17.747 0.015 
58828.429 18.567 0.073 
58831.436 18.512 0.049 
58831.436 18.583 0.058 
58831.437 18.629 0.124 
58831.452 18.729 0.140 
58833.436 18.679 0.071 
58833.436 18.635 0.063 
58833.437 18.853 0.150 
58837.447 19.046 0.157 
58837.456 18.778 0.046 
58837.456 18.867 0.047 
58837.457 18.941 0.109 
