ZTF19abtsrup 0.035 56.506635 -20.507825
filter ztfg
58722.475 18.971 0.027 
58730.442 17.216 0.010 
58733.480 17.006 0.008 
58734.480 16.996 0.008 
58735.444 16.967 0.006 
58736.480 16.951 0.006 
58737.480 17.048 0.006 
58738.442 16.986 0.014 
58739.481 17.062 0.020 
58742.503 17.250 0.039 
58744.481 17.269 0.020 
58745.522 17.424 0.031 
58747.483 17.475 0.014 
58748.501 17.615 0.020 
58750.439 17.800 0.021 
58750.439 17.762 0.018 
58751.418 17.861 0.022 
58756.418 18.254 0.025 
58756.418 18.262 0.019 
58756.439 18.384 0.025 
58760.418 18.680 0.033 
58760.439 18.642 0.034 
58764.502 19.040 0.061 
58764.502 18.951 0.054 
58767.459 19.189 0.134 
58767.460 19.236 0.124 
58767.460 19.527 0.204 
58768.442 19.022 0.094 
58768.460 19.170 0.111 
58775.398 19.482 0.094 
58777.482 20.039 0.239 
58781.396 19.721 0.133 
58787.366 19.768 0.157 
58787.368 20.259 0.245 
58790.313 19.950 0.117 
58790.334 19.759 0.075 
58791.314 19.979 0.078 
58794.272 20.321 0.239 
filter ztfr
58725.501 17.965 0.011 
58730.478 17.245 0.010 
58730.484 17.264 0.011 
58730.491 17.299 0.011 
58732.501 17.198 0.006 
58733.504 17.427 0.010 
58735.502 17.128 0.008 
58736.502 17.171 0.009 
58737.523 17.117 0.015 
58738.523 17.063 0.013 
58739.461 17.128 0.018 
58744.440 17.355 0.024 
58745.460 17.463 0.028 
58747.459 17.581 0.020 
58747.460 17.570 0.014 
58750.462 17.793 0.024 
58750.463 17.783 0.022 
58751.504 17.847 0.021 
58756.522 17.900 0.027 
58756.522 17.940 0.028 
58756.522 17.902 0.023 
58759.385 17.927 0.012 
58760.503 17.882 0.031 
58760.503 17.995 0.039 
58764.439 17.989 0.019 
58764.440 18.000 0.013 
58764.440 17.990 0.019 
58767.505 18.132 0.039 
58767.505 18.172 0.039 
58767.506 18.052 0.033 
58770.397 18.182 0.068 
58770.418 18.248 0.079 
58775.355 18.483 0.041 
58775.355 18.507 0.032 
58777.417 18.584 0.087 
58778.376 18.717 0.063 
58784.376 19.148 0.127 
58784.376 18.963 0.094 
58784.377 18.915 0.101 
58791.355 19.216 0.044 
58794.315 19.140 0.055 
