ZTF20abdxouw 0.08479489 200.535139 48.976396
filter ztfg
59000.244 20.162 0.154 
59000.267 19.823 0.121 
59000.268 20.263 0.151 
59001.367 19.652 0.126 
59009.244 18.495 0.031 
59017.229 18.293 0.019 
59020.209 18.375 0.016 
59023.225 18.499 0.021 
59029.240 18.896 0.073 
59032.207 19.090 0.067 
59038.240 19.695 0.102 
59041.208 19.833 0.086 
59048.266 20.323 0.144 
59051.186 20.521 0.151 
59052.288 20.472 0.177 
59053.198 20.623 0.139 
59060.220 20.337 0.192 
59063.262 19.998 0.285 
filter ztfr
59001.248 19.819 0.154 
59004.256 19.182 0.078 
59005.256 19.064 0.090 
59009.205 18.751 0.043 
59017.250 18.480 0.019 
59020.247 18.537 0.034 
59026.203 18.694 0.032 
59032.233 18.937 0.052 
59035.319 18.872 0.103 
59038.202 19.140 0.048 
59041.235 19.085 0.067 
59044.224 19.328 0.060 
59048.197 19.428 0.066 
59050.264 19.636 0.151 
59051.204 19.527 0.078 
59052.268 19.633 0.089 
59054.199 19.599 0.074 
59055.205 19.695 0.087 
59057.184 19.829 0.107 
59060.188 19.730 0.118 
59062.243 19.931 0.171 
59063.163 20.537 0.303 
59065.181 20.097 0.191 
59067.165 20.280 0.129 
59073.174 20.365 0.171 
59075.223 20.433 0.247 
filter ztfi
59008.360 19.174 0.128 
59023.260 19.247 0.100 
59031.256 19.808 0.178 
59039.275 19.835 0.169 
59043.182 19.613 0.143 
59047.191 19.719 0.156 
59051.256 19.741 0.138 
59055.257 20.020 0.154 
