ZTF19acdfkqa 0.1210647 23.348227 3.069373
filter ztfg
58758.372 20.457 0.103 
58758.373 20.678 0.118 
58759.399 20.348 0.084 
58760.412 20.049 0.092 
58760.413 20.169 0.091 
58763.397 19.736 0.058 
58764.319 19.607 0.070 
58764.319 19.684 0.078 
58766.317 19.552 0.133 
58766.317 19.576 0.139 
58766.399 19.611 0.112 
58767.382 19.547 0.168 
58767.382 19.293 0.134 
58775.188 19.983 0.078 
filter ztfr
58759.356 20.428 0.148 
58761.394 19.938 0.095 
58761.394 19.915 0.093 
58763.322 19.926 0.103 
58763.323 19.883 0.100 
58763.361 19.973 0.094 
58773.315 19.694 0.121 
58773.315 19.547 0.102 
58774.253 19.616 0.179 
58774.254 19.505 0.165 
58775.194 19.699 0.087 
58775.312 19.645 0.077 
58775.312 19.712 0.077 
58776.296 20.175 0.185 
58776.296 19.871 0.152 
58777.310 19.919 0.167 
58777.311 19.826 0.159 
58778.194 19.642 0.114 
58778.196 19.950 0.117 
58778.202 19.976 0.122 
58778.204 19.774 0.108 
58778.207 19.787 0.110 
58778.286 20.193 0.176 
58778.290 20.076 0.145 
58778.336 19.832 0.102 
58778.338 19.927 0.132 
58778.341 20.285 0.208 
58778.347 19.871 0.161 
58778.348 20.265 0.239 
58778.352 19.812 0.153 
58778.356 19.832 0.146 
58778.358 20.051 0.171 
58778.360 20.101 0.171 
58778.362 20.113 0.166 
58778.366 19.732 0.144 
58778.368 19.997 0.179 
58778.372 19.789 0.135 
58778.418 19.859 0.180 
58778.423 19.721 0.141 
58778.426 20.252 0.289 
58778.428 19.641 0.133 
58778.429 19.978 0.211 
58778.434 20.021 0.188 
58778.435 19.985 0.207 
58778.438 20.045 0.205 
58778.441 20.053 0.190 
58778.443 19.597 0.125 
58778.446 19.742 0.150 
58778.454 19.893 0.174 
58779.194 19.928 0.141 
58779.197 20.018 0.108 
58779.202 20.164 0.120 
58779.204 19.907 0.102 
58779.207 19.880 0.101 
58779.253 20.009 0.112 
58779.256 20.216 0.104 
58779.259 19.872 0.078 
58779.261 20.074 0.099 
58779.262 19.987 0.089 
58779.267 20.137 0.088 
58779.269 20.073 0.080 
58779.272 19.969 0.082 
58779.274 20.076 0.097 
58779.278 20.046 0.090 
58779.279 20.102 0.097 
58779.282 19.898 0.078 
58779.286 20.041 0.091 
58779.290 20.023 0.086 
58779.294 19.944 0.078 
58779.337 20.021 0.106 
58779.338 19.890 0.096 
58779.341 19.898 0.096 
58779.343 20.126 0.126 
58779.348 20.102 0.106 
58779.349 20.160 0.115 
58779.352 20.043 0.104 
58779.356 19.889 0.082 
58779.358 20.055 0.103 
58779.360 20.220 0.116 
58779.362 20.011 0.097 
58779.366 19.964 0.091 
58779.368 19.901 0.084 
58779.372 19.889 0.091 
58779.419 19.880 0.098 
58779.423 19.848 0.094 
58779.426 19.986 0.117 
58779.428 19.872 0.123 
58779.430 20.200 0.161 
58779.435 20.008 0.130 
58779.436 19.967 0.141 
58779.439 19.996 0.136 
58779.441 20.199 0.165 
58779.444 19.913 0.128 
58779.447 20.180 0.163 
58779.450 20.023 0.154 
58779.454 19.896 0.153 
58779.457 20.234 0.197 
58781.197 20.201 0.183 
58781.202 20.123 0.170 
58781.204 20.135 0.158 
58781.207 20.189 0.208 
58781.252 20.138 0.158 
58781.256 20.048 0.156 
58781.259 20.253 0.200 
58781.261 19.971 0.127 
58781.262 20.248 0.176 
58781.267 20.268 0.231 
58781.268 20.266 0.180 
58781.272 20.191 0.185 
58781.289 20.121 0.194 
58781.337 20.278 0.246 
58781.342 19.669 0.159 
58781.343 20.092 0.236 
58781.419 20.016 0.204 
58781.423 20.001 0.177 
58781.426 20.155 0.198 
58781.428 20.332 0.293 
58781.430 20.089 0.238 
58781.439 20.153 0.231 
58781.444 20.097 0.271 
58781.454 20.080 0.273 
58781.457 19.852 0.239 
58782.328 19.990 0.103 
58787.228 20.070 0.213 
58788.272 20.343 0.149 
58791.340 20.920 0.183 
58794.297 20.980 0.283 
58812.224 21.247 0.291 
filter ztfi
58761.329 20.425 0.189 
58765.329 19.794 0.105 
