ZTF18aabyhlc 0.029024 226.845147 38.416547
filter ztfg
58202.372 20.113 0.068 
58202.379 20.129 0.077 
58202.380 20.139 0.079 
58203.359 20.204 0.125 
58203.384 20.068 0.092 
58203.414 20.100 0.073 
58204.363 19.820 0.114 
58204.390 20.337 0.164 
58204.401 20.135 0.137 
58204.419 20.149 0.123 
58204.439 20.154 0.112 
58204.460 20.075 0.079 
58205.407 20.227 0.232 
58205.419 19.896 0.267 
58205.420 19.797 0.236 
58205.439 20.008 0.128 
58205.460 20.142 0.141 
58205.485 20.143 0.118 
58205.486 20.196 0.115 
58206.311 20.187 0.138 
58206.322 20.286 0.154 
58206.341 20.680 0.215 
58206.364 20.175 0.129 
58206.401 20.442 0.163 
58206.437 20.553 0.193 
58207.319 20.080 0.206 
58207.348 20.221 0.198 
58207.359 20.227 0.177 
58207.389 20.313 0.208 
58207.402 20.409 0.201 
58207.437 20.425 0.215 
58208.365 20.149 0.293 
58208.504 19.988 0.290 
58211.419 20.345 0.271 
58227.344 20.860 0.152 
58227.372 20.664 0.146 
58231.390 20.968 0.130 
58231.391 21.023 0.144 
58231.436 20.820 0.138 
58232.255 20.832 0.295 
58232.275 20.777 0.188 
58232.287 21.129 0.262 
58232.288 21.225 0.282 
58232.454 20.977 0.165 
58233.296 20.976 0.209 
58234.351 20.387 0.280 
58234.352 20.164 0.244 
58234.435 20.938 0.289 
58235.332 20.630 0.262 
58235.350 20.448 0.217 
58235.374 20.572 0.279 
58236.395 20.218 0.273 
58243.227 21.384 0.243 
58248.359 21.080 0.204 
58249.341 21.226 0.246 
58249.343 21.272 0.274 
filter ztfr
58184.469 17.392 0.034 
58184.488 17.410 0.038 
58184.506 17.440 0.030 
58185.506 17.546 0.015 
58186.430 17.562 0.010 
58186.444 17.543 0.010 
58186.465 17.560 0.009 
58186.490 17.558 0.010 
58198.380 18.185 0.020 
58198.413 18.183 0.015 
58198.433 18.180 0.015 
58198.478 18.170 0.015 
58214.343 19.552 0.162 
58219.350 19.993 0.099 
58219.366 20.057 0.106 
58219.367 20.081 0.108 
58219.394 20.061 0.095 
58219.397 19.951 0.094 
58219.441 19.978 0.149 
58221.278 20.375 0.203 
58224.424 20.295 0.196 
58224.425 20.397 0.196 
58231.288 20.490 0.228 
58231.330 20.756 0.202 
58231.350 20.803 0.217 
58231.369 20.636 0.205 
58231.370 20.697 0.194 
58232.366 20.605 0.218 
58232.367 20.738 0.243 
58232.396 20.585 0.202 
filter ztfi
58173.470 17.686 0.030 
58173.492 17.665 0.029 
58173.509 17.675 0.029 
58173.548 17.685 0.027 
58174.471 17.633 0.031 
58174.492 17.670 0.029 
58174.509 17.692 0.027 
58174.554 17.746 0.037 
