ZTF19aakyxsq 0.0838879 161.004093 16.57864
filter ztfg
58540.415 19.094 0.046 
58560.222 18.942 0.089 
58567.207 19.618 0.058 
58572.207 19.661 0.093 
58575.275 20.230 0.061 
58580.205 20.481 0.135 
58580.233 20.424 0.090 
58585.201 20.483 0.141 
58586.170 21.097 0.283 
58591.184 20.546 0.288 
58592.206 20.499 0.311 
58597.254 20.684 0.118 
58601.229 20.810 0.100 
58605.211 20.887 0.111 
58608.208 21.390 0.177 
filter ztfr
58540.255 19.043 0.045 
58546.315 18.687 0.033 
58558.207 18.695 0.053 
58559.248 18.679 0.049 
58572.277 19.104 0.057 
58583.260 19.492 0.056 
58586.190 19.722 0.113 
58591.354 19.448 0.290 
58593.283 19.650 0.157 
58594.156 19.775 0.058 
58597.245 19.844 0.073 
58597.348 19.806 0.097 
58601.260 20.043 0.078 
58608.215 20.214 0.084 
