ZTF18abzbkby 0.02593 32.909381 14.202263
filter ztfg
58384.499 21.004 0.262 
58385.442 19.920 0.174 
58385.453 19.741 0.159 
58386.487 19.142 0.113 
58390.378 17.340 0.016 
58397.374 16.248 0.008 
58422.269 17.572 0.012 
58425.341 17.842 0.011 
58428.218 18.107 0.020 
58431.235 18.432 0.034 
58434.267 18.612 0.029 
58437.247 18.738 0.037 
filter ztfr
58383.403 21.263 0.297 
58384.529 20.309 0.166 
58385.320 19.456 0.126 
58385.321 19.524 0.144 
58386.297 18.930 0.083 
58390.258 17.434 0.018 
58397.403 16.332 0.005 
58422.318 17.070 0.010 
58428.254 17.164 0.010 
58434.309 17.547 0.015 
58437.298 17.760 0.013 
58447.333 18.238 0.043 
58456.191 18.569 0.035 
58456.262 18.473 0.023 
filter ztfi
58390.284 17.830 0.031 
58397.322 16.824 0.010 
58422.275 17.585 0.028 
58426.297 17.526 0.025 
58430.248 17.467 0.013 
58434.245 17.627 0.029 
