ZTF18acqxwgl 0.06782321 122.599725 52.219957
filter ztfg
58450.442 18.828 0.031 
58450.443 18.865 0.031 
58457.287 18.653 0.025 
58464.477 18.883 0.020 
58464.478 18.910 0.021 
58465.533 18.970 0.025 
58468.431 19.228 0.024 
58469.492 19.275 0.028 
58472.493 19.526 0.058 
58472.494 19.501 0.064 
58475.528 19.994 0.176 
58475.531 20.009 0.183 
58480.472 20.210 0.149 
58482.553 20.595 0.162 
58482.553 20.352 0.244 
filter ztfr
58447.450 19.111 0.082 
58447.450 19.382 0.098 
58447.507 19.192 0.074 
58447.510 19.216 0.075 
58448.435 19.027 0.061 
58448.447 19.014 0.071 
58448.526 19.158 0.061 
58449.323 18.937 0.057 
58449.423 19.013 0.043 
58449.442 18.902 0.045 
58450.539 18.868 0.032 
58450.540 18.872 0.034 
58455.486 18.565 0.025 
58457.259 18.864 0.068 
58461.519 18.568 0.031 
58461.521 18.623 0.044 
58464.299 18.709 0.042 
58464.301 18.737 0.041 
58465.490 18.785 0.027 
58468.484 18.916 0.025 
58472.424 19.096 0.039 
58472.425 19.077 0.040 
58474.338 19.262 0.075 
58476.433 19.500 0.107 
58480.428 19.392 0.065 
58481.446 19.498 0.067 
58486.447 19.638 0.091 
58490.218 19.723 0.067 
58493.483 19.954 0.062 
58502.429 19.673 0.192 
58503.413 20.131 0.202 
58503.429 20.018 0.186 
58504.275 20.218 0.190 
58505.317 19.929 0.248 
58505.330 20.126 0.263 
58505.344 20.094 0.268 
58506.352 20.263 0.181 
58506.427 19.996 0.216 
58508.274 20.931 0.249 
58509.279 20.574 0.186 
58522.216 21.056 0.168 
58523.221 20.924 0.127 
