ZTF20aaffgwg 0.039811 110.744981 53.997047
filter ztfg
58861.112 20.852 0.243 
58862.433 20.315 0.264 
58864.175 20.055 0.063 
58864.180 20.032 0.060 
58867.214 19.491 0.044 
58872.245 19.169 0.025 
58873.341 19.118 0.030 
58874.360 19.172 0.026 
58875.180 19.283 0.040 
58876.188 19.307 0.035 
58876.245 19.238 0.027 
58877.239 19.203 0.042 
58878.229 19.342 0.071 
58878.247 19.288 0.074 
58879.178 19.315 0.065 
58879.257 19.435 0.087 
58880.260 19.407 0.048 
58881.183 19.637 0.071 
58881.218 19.468 0.069 
58884.260 19.609 0.138 
58885.264 19.470 0.152 
58886.203 19.873 0.163 
58886.219 19.888 0.164 
58887.221 19.999 0.183 
58888.271 20.075 0.204 
58891.207 20.443 0.130 
58893.201 20.406 0.079 
58894.197 21.066 0.141 
58895.218 21.018 0.148 
58896.213 20.933 0.133 
58898.206 21.074 0.143 
58898.213 21.490 0.195 
58898.216 21.062 0.138 
58899.196 21.062 0.138 
58903.236 21.190 0.161 
58912.156 20.961 0.268 
58941.162 20.758 0.195 
filter ztfr
58862.214 20.219 0.121 
58862.306 20.203 0.151 
58864.223 19.381 0.042 
58867.261 18.880 0.040 
58872.286 18.536 0.025 
58873.194 18.503 0.025 
58873.230 18.488 0.021 
58874.241 18.526 0.027 
58874.250 18.519 0.032 
58875.242 18.568 0.027 
58876.270 18.582 0.021 
58877.261 18.580 0.032 
58878.185 18.790 0.066 
58878.275 18.622 0.040 
58879.275 18.675 0.056 
58880.216 18.875 0.035 
58881.301 18.814 0.038 
58882.159 18.977 0.063 
58882.216 18.884 0.093 
58883.214 19.009 0.086 
58884.171 19.037 0.106 
58885.185 19.014 0.167 
58885.202 19.144 0.157 
58886.260 19.119 0.090 
58887.160 19.210 0.098 
58890.197 19.389 0.151 
58891.142 19.289 0.046 
58892.280 19.348 0.063 
58893.260 19.357 0.044 
58894.216 19.400 0.045 
58895.261 19.424 0.046 
58896.264 19.504 0.052 
58898.152 19.510 0.045 
58898.153 19.624 0.052 
58899.241 19.624 0.058 
58900.217 19.684 0.060 
58903.186 19.890 0.075 
58903.201 19.881 0.070 
58903.202 19.854 0.071 
58904.197 20.211 0.092 
58905.195 19.843 0.134 
58906.200 20.047 0.106 
58906.201 19.946 0.115 
58911.185 20.086 0.262 
58912.177 20.380 0.179 
58912.178 20.504 0.202 
58913.195 20.413 0.253 
58915.162 20.251 0.234 
58939.177 20.864 0.237 
