ZTF20aauzoca 0.07340964 121.60664 50.406787
filter ztfg
58956.203 19.186 0.029 
58962.196 18.353 0.016 
58963.160 18.253 0.014 
58963.161 18.251 0.013 
58963.179 18.274 0.013 
58963.207 18.248 0.014 
58964.177 18.253 0.014 
58965.196 18.203 0.014 
58967.212 18.190 0.016 
58968.225 18.176 0.019 
58972.218 18.270 0.030 
58973.200 18.415 0.037 
58975.221 18.632 0.061 
58975.222 18.509 0.058 
58978.179 18.628 0.023 
58981.158 18.909 0.038 
58985.161 19.218 0.052 
58987.225 19.377 0.053 
58987.226 19.456 0.060 
58992.185 19.830 0.091 
filter ztfr
58954.197 19.990 0.083 
58955.218 19.475 0.048 
58955.219 19.631 0.061 
58956.158 19.292 0.042 
58962.166 18.454 0.019 
58964.217 18.345 0.022 
58966.174 18.270 0.017 
58966.175 18.281 0.019 
58967.180 18.300 0.018 
58968.179 18.224 0.018 
58972.165 18.291 0.026 
58973.157 18.341 0.027 
58975.156 18.408 0.027 
58975.161 18.562 0.036 
58978.237 18.609 0.042 
58981.223 18.888 0.047 
58987.162 18.958 0.041 
58987.166 19.121 0.042 
58992.226 19.123 0.058 
58998.166 19.241 0.069 
58998.170 19.413 0.071 
58998.175 19.226 0.055 
58998.180 19.200 0.051 
58999.177 19.551 0.114 
58999.178 19.264 0.084 
59004.167 19.656 0.172 
59004.171 19.968 0.210 
59004.176 19.925 0.185 
59004.181 19.492 0.116 
