ZTF18ablsztl 0.12671678 228.204945 56.259216
filter ztfg
58332.216 21.067 0.162 
58334.184 20.617 0.142 
58337.175 19.912 0.057 
58343.175 19.169 0.037 
58346.153 19.147 0.059 
58349.152 19.114 0.052 
58349.153 18.988 0.060 
58349.174 19.135 0.047 
58349.196 19.078 0.046 
58350.241 19.202 0.062 
58350.259 19.164 0.066 
58351.242 19.203 0.060 
58351.258 19.177 0.060 
58352.158 19.194 0.068 
58352.177 19.200 0.069 
58352.195 19.106 0.058 
58359.139 19.536 0.106 
58359.141 19.419 0.066 
58361.155 19.625 0.056 
58361.182 19.680 0.049 
58361.214 19.734 0.065 
58362.215 19.774 0.084 
58365.218 19.929 0.069 
58366.206 19.931 0.070 
58366.215 20.020 0.079 
58368.199 20.371 0.102 
58368.200 20.166 0.085 
58368.222 20.209 0.110 
58369.225 20.161 0.103 
58370.175 20.288 0.114 
58370.197 20.393 0.125 
58371.198 20.500 0.114 
58371.200 20.351 0.102 
58372.208 20.587 0.161 
58373.200 20.718 0.174 
58374.198 20.854 0.185 
58378.154 20.557 0.143 
58378.175 20.824 0.207 
filter ztfr
58334.163 20.916 0.199 
58337.199 20.087 0.073 
58340.181 19.699 0.093 
58343.156 19.356 0.043 
58346.175 19.215 0.038 
58349.237 19.115 0.053 
58349.238 19.167 0.054 
58349.266 19.166 0.057 
58350.144 19.023 0.057 
58350.158 19.168 0.042 
58350.181 19.121 0.038 
58351.144 19.016 0.047 
58351.152 19.135 0.040 
58351.181 19.091 0.042 
58352.223 19.233 0.074 
58352.234 19.176 0.064 
58352.261 19.148 0.079 
58353.143 19.173 0.065 
58353.151 19.214 0.056 
58353.153 19.117 0.049 
58353.174 19.181 0.052 
58353.236 19.237 0.064 
58353.262 19.372 0.076 
58353.263 19.133 0.060 
58354.182 19.311 0.070 
58354.202 19.260 0.085 
58354.215 19.355 0.095 
58354.244 19.250 0.075 
58355.239 19.129 0.075 
58356.218 19.345 0.090 
58356.219 19.491 0.108 
58356.242 19.233 0.097 
58359.238 19.212 0.170 
58359.239 19.194 0.134 
58361.143 19.575 0.059 
58361.247 19.422 0.085 
58362.146 19.544 0.086 
58365.142 19.598 0.050 
58368.140 19.898 0.069 
58368.141 19.715 0.062 
58368.161 19.767 0.074 
58368.186 19.973 0.099 
58369.125 19.851 0.132 
58369.131 19.879 0.087 
58369.161 19.745 0.064 
58370.138 19.843 0.086 
58370.154 19.912 0.085 
58371.124 19.930 0.132 
58371.140 19.998 0.067 
58371.161 20.097 0.085 
58372.138 19.785 0.061 
58372.157 20.071 0.089 
58373.130 19.984 0.093 
58373.161 20.222 0.192 
58378.119 20.083 0.126 
58378.134 19.991 0.086 
58381.115 19.850 0.126 
filter ztfi
58345.154 19.597 0.104 
58350.218 19.717 0.092 
58379.120 20.163 0.151 
