ZTF19aatgrxv 0.04761131 172.427518 24.640212
filter ztfg
58628.194 18.275 0.012 
58628.195 18.233 0.011 
58633.243 18.787 0.023 
58633.244 18.764 0.022 
58634.195 18.926 0.021 
58635.196 19.037 0.026 
58636.244 19.095 0.034 
58636.245 19.096 0.031 
58637.224 19.290 0.035 
58639.226 19.411 0.038 
58642.170 19.829 0.109 
58645.195 20.018 0.156 
58648.186 19.918 0.166 
58658.194 20.595 0.141 
58662.201 20.583 0.151 
58667.207 20.817 0.200 
filter ztfr
58633.169 18.491 0.019 
58633.186 18.426 0.016 
58635.239 18.475 0.015 
58637.179 18.452 0.016 
58639.179 18.514 0.017 
58642.222 18.673 0.025 
58648.197 18.962 0.082 
58651.237 19.077 0.079 
58654.175 19.307 0.058 
58658.182 19.475 0.049 
58662.179 19.900 0.149 
58667.226 19.922 0.115 
58672.198 19.849 0.122 
58676.197 20.388 0.226 
58679.201 19.987 0.182 
