ZTF20adadsgm 0.04370988 128.108317 56.464919
filter ztfg
59204.444 20.187 0.093 
59204.453 20.321 0.089 
59205.392 19.869 0.086 
59210.258 18.201 0.039 
59215.199 17.675 0.052 
59215.431 17.624 0.032 
59216.450 17.537 0.018 
59217.246 17.498 0.028 
59217.429 17.515 0.012 
59217.430 17.514 0.015 
59217.452 17.518 0.013 
59218.261 17.522 0.011 
59218.365 17.504 0.013 
59219.284 17.558 0.009 
59219.286 17.536 0.009 
59219.431 17.547 0.014 
59220.325 17.560 0.008 
59220.350 17.531 0.011 
59221.331 17.541 0.007 
59221.352 17.593 0.007 
59221.353 17.583 0.008 
59221.395 17.571 0.009 
59222.367 17.665 0.008 
59222.368 17.635 0.008 
59222.408 17.618 0.007 
59223.332 17.709 0.011 
59223.344 17.730 0.012 
59223.345 17.708 0.010 
59223.392 17.715 0.011 
59224.429 17.747 0.015 
59224.448 17.769 0.015 
59225.224 17.797 0.011 
59225.339 17.808 0.011 
59225.340 17.788 0.009 
59225.342 17.816 0.011 
59226.342 17.897 0.015 
59226.345 17.922 0.015 
59226.391 17.896 0.013 
59227.219 17.942 0.014 
59227.431 17.928 0.010 
59227.432 17.979 0.010 
59227.433 17.939 0.009 
59228.261 18.039 0.012 
59228.372 18.078 0.012 
59228.400 18.047 0.014 
59229.225 18.066 0.030 
59229.344 18.154 0.027 
59230.323 18.233 0.015 
59230.342 18.258 0.016 
59230.343 18.276 0.016 
59230.408 18.298 0.016 
59231.243 18.373 0.035 
59232.280 18.468 0.015 
59232.387 18.501 0.014 
59232.388 18.444 0.015 
59232.392 18.416 0.013 
59233.348 18.608 0.028 
59233.349 18.686 0.028 
59248.260 19.936 0.070 
59248.261 19.962 0.079 
59248.280 19.905 0.056 
59248.405 20.036 0.093 
59250.285 20.146 0.123 
59250.286 20.388 0.137 
59251.279 20.176 0.084 
59252.278 20.215 0.080 
59252.279 20.101 0.065 
59253.239 20.406 0.107 
59254.284 20.486 0.080 
59254.288 20.422 0.077 
59256.284 20.357 0.083 
59256.285 20.363 0.106 
59260.282 20.713 0.303 
