ZTF18achyqcq 0.05247256 126.440426 -3.048278
filter ztfg
58431.478 19.367 0.073 
58437.481 17.634 0.015 
58438.461 17.517 0.007 
58438.463 17.490 0.007 
58439.468 17.431 0.008 
58441.481 17.273 0.007 
58441.483 17.275 0.005 
58443.486 17.215 0.012 
58450.461 17.314 0.013 
58450.462 17.344 0.014 
58465.527 18.431 0.021 
58465.528 18.423 0.021 
58468.436 18.705 0.021 
58468.437 18.707 0.021 
58469.483 18.694 0.034 
58472.462 18.976 0.076 
58472.463 19.005 0.059 
58474.504 19.028 0.184 
58480.478 20.015 0.190 
58486.420 19.947 0.117 
58493.526 20.330 0.226 
58495.256 20.577 0.222 
58495.262 20.312 0.162 
58508.192 20.367 0.197 
58509.247 20.369 0.189 
filter ztfr
58429.541 20.527 0.104 
58430.462 20.171 0.089 
58431.522 19.552 0.101 
58432.503 19.063 0.034 
58432.504 19.071 0.040 
58434.459 18.302 0.033 
58438.515 17.643 0.008 
58438.516 17.623 0.008 
58439.380 17.529 0.012 
58439.386 17.547 0.010 
58443.436 17.324 0.010 
58447.418 17.344 0.021 
58447.419 17.314 0.020 
58447.501 17.254 0.016 
58448.466 17.333 0.020 
58448.500 17.392 0.018 
58448.542 17.361 0.017 
58449.449 17.359 0.020 
58455.454 17.685 0.010 
58465.483 18.187 0.018 
58465.484 18.208 0.017 
58468.479 18.211 0.013 
58468.480 18.216 0.013 
58469.474 18.231 0.015 
58472.430 18.218 0.019 
58472.431 18.253 0.019 
58480.420 18.581 0.036 
58481.479 18.654 0.036 
58481.486 18.615 0.040 
58486.455 18.937 0.049 
58487.423 18.912 0.039 
58487.425 18.899 0.033 
58491.415 19.116 0.053 
58491.416 19.021 0.050 
58507.279 19.643 0.072 
58508.232 19.614 0.079 
58509.288 19.680 0.117 
58509.289 19.920 0.166 
