ZTF19aahsgka 0.017449 66.705559 29.951546
filter ztfg
58522.153 17.272 0.007 
58522.154 17.261 0.007 
58534.144 16.315 0.011 
58534.145 16.298 0.008 
58538.132 16.455 0.008 
58542.143 16.665 0.004 
58542.143 16.683 0.004 
58547.220 17.094 0.012 
58547.236 17.045 0.009 
58560.161 18.323 0.055 
58568.185 18.719 0.046 
58568.186 18.846 0.049 
58573.155 18.934 0.057 
58585.173 19.016 0.132 
58586.165 18.973 0.132 
58588.177 19.119 0.122 
filter ztfr
58522.195 16.916 0.006 
58522.195 16.889 0.006 
58526.178 16.295 0.005 
58547.132 16.789 0.006 
58547.133 16.763 0.006 
58560.142 17.071 0.012 
58573.135 17.783 0.022 
58584.136 18.356 0.071 
58584.141 18.355 0.070 
58584.145 18.396 0.070 
58584.150 18.196 0.062 
58585.139 18.155 0.055 
58587.141 18.452 0.067 
58587.146 18.326 0.067 
58587.150 18.552 0.098 
58587.154 18.335 0.118 
58594.138 18.676 0.142 
58594.140 18.688 0.124 
58594.142 18.615 0.105 
58594.144 18.861 0.128 
58594.146 18.680 0.105 
58594.150 18.655 0.087 
58594.151 18.541 0.080 
