ZTF20acovdho 0.09934549 307.728857 19.337945
filter ztfg
59156.119 19.748 0.065 
59158.158 19.335 0.057 
59167.132 18.521 0.019 
59169.104 18.596 0.024 
59175.080 18.633 0.051 
59177.115 18.762 0.053 
59179.136 18.908 0.057 
59184.131 19.195 0.093 
59189.124 19.724 0.090 
59205.103 20.566 0.207 
filter ztfr
59154.145 20.340 0.152 
59156.183 19.785 0.114 
59158.119 19.396 0.056 
59164.112 18.835 0.035 
59167.100 18.705 0.045 
59169.135 18.700 0.043 
59171.091 18.672 0.017 
59173.099 18.729 0.025 
59175.111 18.711 0.066 
59179.083 18.882 0.033 
59181.079 19.097 0.081 
59189.183 19.700 0.141 
59192.113 19.140 0.143 
59194.112 19.824 0.121 
59199.095 19.703 0.136 
59203.121 19.877 0.214 
59205.139 20.053 0.151 
59216.088 20.210 0.153 
59216.091 19.436 0.145 
59219.082 20.262 0.240 
59219.085 20.464 0.277 
59219.087 20.522 0.257 
59220.083 20.470 0.293 
59220.085 20.194 0.173 
59220.088 20.644 0.266 
59220.090 20.656 0.285 
filter ztfi
59165.111 19.141 0.042 
59169.073 19.238 0.113 
