ZTF20abxxvzp 0.06851012 94.817102 52.337916
filter ztfg
59096.514 19.041 0.072 
59099.410 19.084 0.120 
59108.516 19.981 0.086 
59111.387 20.254 0.116 
59114.510 20.506 0.108 
59116.515 20.963 0.157 
59118.492 20.702 0.100 
59120.448 21.085 0.184 
59121.394 20.405 0.217 
59121.505 21.043 0.134 
59135.431 21.153 0.137 
59137.449 21.395 0.178 
59143.412 21.316 0.161 
59149.487 21.537 0.283 
59176.395 22.109 0.302 
59179.450 21.318 0.281 
filter ztfr
59108.498 18.828 0.028 
59111.430 18.923 0.031 
59112.500 19.046 0.028 
59114.495 19.049 0.030 
59115.405 19.178 0.035 
59116.424 19.103 0.030 
59117.407 19.121 0.032 
59118.516 19.274 0.030 
59118.524 19.354 0.037 
59119.472 19.311 0.029 
59120.504 19.385 0.037 
59120.531 19.235 0.050 
59121.468 19.396 0.048 
59123.508 19.552 0.094 
59124.345 19.602 0.118 
59125.491 19.657 0.082 
59126.384 19.661 0.098 
59129.491 19.732 0.073 
59135.408 19.939 0.060 
59137.392 20.031 0.068 
59141.390 20.258 0.110 
59143.448 20.395 0.082 
59145.387 20.473 0.095 
59149.426 20.063 0.109 
59151.514 20.605 0.162 
59153.445 20.262 0.156 
59155.450 20.255 0.141 
59164.515 21.092 0.187 
59166.434 20.423 0.109 
59176.409 21.455 0.231 
