ZTF18accjqzu 0.07543434 44.20587 13.463883
filter ztfg
58425.343 19.643 0.048 
58426.343 19.314 0.037 
58427.300 19.374 0.093 
58428.296 19.027 0.031 
58430.299 18.772 0.018 
58431.402 18.644 0.043 
58434.280 18.499 0.028 
58434.290 18.496 0.029 
58436.218 18.538 0.035 
58437.402 18.559 0.029 
58441.256 18.546 0.040 
58483.160 21.060 0.261 
58483.168 21.237 0.243 
filter ztfr
58423.350 20.280 0.111 
58425.277 19.761 0.056 
58425.317 19.706 0.068 
58428.290 19.079 0.036 
58429.297 19.018 0.031 
58431.275 18.825 0.050 
58431.314 18.820 0.052 
58432.297 18.726 0.027 
58434.304 18.546 0.036 
58437.311 18.507 0.022 
58441.305 18.542 0.054 
58447.352 18.718 0.067 
58455.306 19.261 0.063 
58457.215 19.160 0.056 
58461.259 19.161 0.034 
58464.254 19.280 0.052 
58476.297 19.885 0.107 
58482.221 20.332 0.142 
58483.095 20.388 0.107 
58486.120 20.360 0.120 
58486.146 20.481 0.154 
58493.132 20.660 0.155 
