ZTF19aaklbok 0.08012313 111.500985 40.00967
filter ztfg
58522.176 20.862 0.149 
58523.237 20.758 0.113 
58534.257 18.830 0.121 
58539.223 18.436 0.021 
58540.180 18.458 0.015 
58547.256 18.615 0.026 
58556.245 19.536 0.096 
58559.153 19.849 0.139 
58559.154 19.642 0.112 
58560.193 19.624 0.123 
58561.232 20.227 0.262 
58561.236 20.176 0.311 
58562.201 19.862 0.206 
58562.202 19.927 0.206 
58562.209 19.589 0.223 
58567.176 20.743 0.133 
58567.187 20.274 0.121 
58568.197 20.818 0.123 
58569.167 20.418 0.053 
58591.156 20.955 0.300 
58592.151 20.599 0.248 
filter ztfr
58522.224 20.989 0.185 
58523.222 20.861 0.172 
58526.213 20.026 0.120 
58526.223 20.065 0.129 
58534.217 18.664 0.096 
58534.375 18.623 0.169 
58540.201 18.435 0.021 
58540.233 18.439 0.025 
58543.239 18.460 0.031 
58543.240 18.566 0.035 
58547.119 18.576 0.030 
58547.186 18.540 0.023 
58556.158 19.056 0.101 
58556.161 19.084 0.109 
58557.238 19.009 0.111 
58559.190 19.079 0.093 
58559.198 18.914 0.077 
58560.323 19.078 0.114 
58567.143 19.345 0.047 
58567.144 19.448 0.053 
58573.236 19.697 0.130 
58582.183 20.012 0.099 
58584.159 20.041 0.151 
58586.202 19.971 0.182 
58588.151 20.362 0.250 
58591.142 20.493 0.280 
58592.224 20.070 0.219 
58598.154 20.798 0.182 
58598.155 20.663 0.168 
58599.152 20.368 0.141 
58606.175 20.661 0.182 
58606.187 20.379 0.148 
58609.159 20.053 0.171 
filter ztfi
58561.125 20.175 0.307 
