ZTF20aacbtgq 0.06288227 155.720684 54.060375
filter ztfg
58851.513 20.439 0.133 
58852.510 20.176 0.060 
58852.511 20.064 0.072 
58853.513 19.746 0.050 
58855.515 19.051 0.033 
58855.516 19.054 0.030 
58859.521 18.293 0.042 
58861.455 18.052 0.040 
58861.456 18.102 0.054 
58862.456 17.999 0.028 
58864.422 17.943 0.012 
58864.423 17.939 0.013 
58866.391 17.940 0.010 
58867.406 17.975 0.012 
58867.407 17.974 0.011 
58871.414 18.058 0.011 
58871.415 18.059 0.011 
58873.368 18.129 0.011 
58873.369 18.130 0.011 
58874.387 18.151 0.014 
58874.388 18.284 0.013 
58875.427 18.299 0.015 
58875.428 18.273 0.012 
58876.387 18.340 0.012 
58876.388 18.327 0.011 
58877.385 18.379 0.015 
58877.386 18.394 0.017 
58877.387 18.427 0.017 
58878.391 18.387 0.021 
58878.392 18.436 0.021 
58879.261 18.549 0.039 
58879.263 18.585 0.041 
58880.430 18.594 0.019 
58880.431 18.588 0.014 
58880.431 18.626 0.017 
58881.448 18.681 0.018 
58881.449 18.666 0.017 
58883.447 18.869 0.033 
58883.452 18.862 0.034 
58883.453 18.876 0.035 
58884.281 18.996 0.082 
58884.287 18.987 0.071 
58885.285 19.053 0.102 
58885.287 19.210 0.111 
58886.243 18.948 0.070 
58886.243 19.131 0.084 
58886.246 19.072 0.083 
58887.257 19.230 0.099 
58887.258 19.153 0.092 
58888.260 19.194 0.132 
58888.261 19.187 0.136 
58890.260 19.205 0.103 
58890.265 19.368 0.117 
58890.266 19.464 0.134 
58891.219 19.524 0.085 
58891.219 19.458 0.075 
58892.176 19.456 0.052 
58892.177 19.433 0.049 
58893.217 19.682 0.045 
58893.221 19.599 0.042 
58893.222 19.653 0.042 
58894.324 19.707 0.042 
58894.325 19.648 0.039 
58895.239 19.714 0.045 
58895.240 19.775 0.045 
58898.286 20.038 0.048 
58899.362 20.103 0.058 
58899.363 20.146 0.062 
58900.320 20.244 0.074 
58903.316 20.343 0.069 
58903.317 20.266 0.061 
58903.332 20.252 0.063 
58904.302 20.453 0.081 
58905.287 20.487 0.152 
58906.303 20.669 0.123 
58906.304 20.352 0.091 
58908.313 20.843 0.141 
58911.388 20.753 0.173 
58912.260 20.733 0.215 
58912.263 20.579 0.163 
58913.302 20.837 0.223 
58915.241 20.432 0.238 
58936.261 21.117 0.143 
58936.262 21.219 0.167 
filter ztfr
58851.452 20.623 0.173 
58851.469 20.372 0.119 
58852.448 20.031 0.055 
58852.452 20.073 0.057 
58853.438 19.763 0.043 
58854.471 19.510 0.090 
58855.528 19.127 0.034 
58855.533 19.193 0.040 
58859.279 18.562 0.057 
58859.433 18.415 0.034 
58860.300 18.473 0.072 
58861.326 18.217 0.042 
58861.327 18.276 0.052 
58862.383 18.197 0.028 
58863.346 18.124 0.017 
58864.323 18.073 0.012 
58864.324 18.098 0.013 
58866.360 18.063 0.012 
58867.365 18.030 0.011 
58867.366 18.063 0.013 
58871.320 18.098 0.016 
58871.326 18.077 0.014 
58873.299 18.056 0.011 
58873.300 18.078 0.011 
58874.295 18.187 0.016 
58874.298 18.131 0.011 
58874.299 18.129 0.010 
58875.305 18.219 0.015 
58875.306 18.211 0.019 
58876.303 18.218 0.011 
58876.304 18.217 0.013 
58877.347 18.340 0.020 
58877.348 18.321 0.019 
58877.348 18.307 0.018 
58878.343 18.365 0.021 
58878.344 18.399 0.023 
58879.340 18.397 0.035 
58879.341 18.422 0.034 
58880.346 18.539 0.024 
58880.347 18.526 0.022 
58880.349 18.517 0.020 
58881.345 18.586 0.021 
58881.346 18.572 0.019 
58883.279 18.823 0.057 
58883.281 18.638 0.047 
58883.282 18.692 0.048 
58884.237 18.650 0.063 
58884.238 18.644 0.059 
58885.219 18.791 0.080 
58885.220 18.782 0.073 
58886.263 18.787 0.045 
58886.264 18.832 0.046 
58886.269 18.701 0.039 
58888.423 19.036 0.112 
58888.424 18.976 0.113 
58890.422 18.709 0.068 
58890.424 18.738 0.077 
58890.427 18.799 0.077 
58891.328 18.935 0.044 
58891.330 18.849 0.040 
58892.299 18.832 0.044 
58892.300 18.844 0.042 
58893.303 18.836 0.026 
58893.304 18.765 0.022 
58893.308 18.731 0.023 
58893.333 18.805 0.021 
58894.260 18.873 0.032 
58894.261 18.841 0.029 
58895.280 18.845 0.022 
58895.281 18.857 0.021 
58896.298 18.877 0.022 
58896.302 18.917 0.024 
58896.303 18.900 0.023 
58898.348 18.897 0.018 
58899.285 18.967 0.023 
58899.324 18.943 0.022 
58899.326 18.919 0.023 
58900.239 18.977 0.029 
58900.263 18.987 0.028 
58903.388 19.144 0.028 
58903.390 19.207 0.029 
58904.219 19.248 0.035 
58905.219 19.349 0.067 
58906.239 19.375 0.062 
58906.241 19.361 0.057 
58909.312 19.507 0.053 
58909.313 19.528 0.051 
58911.228 19.480 0.085 
58912.406 19.555 0.059 
58912.406 19.648 0.078 
58913.218 19.724 0.086 
58914.359 19.767 0.098 
58915.364 19.841 0.118 
58915.370 19.678 0.098 
58939.184 20.514 0.128 
58939.212 20.205 0.085 
58939.213 20.488 0.141 
58940.222 20.076 0.188 
58941.221 20.263 0.123 
filter ztfi
58905.332 19.425 0.105 
58912.306 19.887 0.119 
