ZTF18aapuntm 0.11384229 250.709993 43.662621
filter ztfg
58232.447 20.951 0.150 
58232.469 21.068 0.150 
58232.470 21.622 0.240 
58232.488 21.656 0.241 
58234.342 20.433 0.222 
58234.360 20.394 0.213 
58234.430 20.148 0.168 
58234.457 20.054 0.144 
58234.476 20.137 0.103 
58234.497 20.348 0.117 
58235.361 20.259 0.173 
58235.392 20.046 0.152 
58235.411 20.488 0.255 
58235.414 20.138 0.185 
58235.446 19.992 0.180 
58235.473 20.019 0.142 
58235.474 20.303 0.182 
58235.486 19.969 0.116 
58236.305 19.858 0.157 
58236.359 19.774 0.164 
58236.383 19.554 0.114 
58236.409 19.741 0.165 
58236.454 20.107 0.229 
58236.473 19.961 0.198 
58236.487 20.157 0.180 
58237.337 19.734 0.227 
58237.365 19.344 0.125 
58237.382 19.675 0.171 
58237.451 19.960 0.232 
58237.469 19.469 0.133 
58237.498 19.508 0.134 
58242.413 19.185 0.045 
58242.426 19.174 0.049 
58242.428 19.203 0.059 
58242.458 19.202 0.053 
58244.254 19.149 0.046 
58244.276 19.055 0.090 
58244.424 19.141 0.045 
58246.319 19.089 0.028 
58246.343 19.082 0.026 
58246.365 19.038 0.025 
58247.320 19.106 0.023 
58247.344 19.058 0.023 
58247.369 19.113 0.023 
58248.350 19.167 0.032 
58248.371 19.209 0.033 
58249.350 19.179 0.040 
58249.366 19.133 0.037 
58249.386 19.158 0.042 
58252.428 19.252 0.024 
58252.429 19.243 0.024 
58252.451 19.171 0.022 
58254.409 19.299 0.027 
58254.427 19.280 0.029 
58254.455 19.290 0.029 
58255.364 19.384 0.036 
58255.390 19.344 0.035 
58255.391 19.344 0.036 
58255.415 19.340 0.041 
58258.319 19.616 0.040 
58258.346 19.656 0.042 
58258.373 19.632 0.042 
58258.374 19.609 0.039 
58261.428 19.871 0.054 
58261.448 19.836 0.046 
58262.287 19.748 0.233 
58262.408 19.899 0.070 
58262.431 19.871 0.057 
58262.432 19.880 0.058 
58263.287 19.973 0.151 
58263.298 20.128 0.149 
58263.457 20.044 0.058 
58266.403 20.174 0.230 
58266.420 19.975 0.212 
58266.421 20.237 0.261 
58267.478 19.853 0.206 
58270.267 20.180 0.148 
58270.447 20.186 0.197 
58272.248 20.576 0.091 
58272.258 20.634 0.098 
58272.259 20.928 0.129 
58272.382 20.743 0.177 
58273.269 20.990 0.127 
58273.286 20.822 0.115 
58273.302 20.853 0.128 
58274.248 21.024 0.115 
58274.269 21.182 0.134 
58274.287 21.290 0.153 
58276.346 21.077 0.133 
58276.363 21.658 0.219 
58276.382 21.033 0.132 
58277.345 21.083 0.142 
58277.362 21.495 0.198 
58278.349 21.488 0.188 
58279.344 21.555 0.198 
58280.249 21.380 0.173 
58280.268 21.470 0.182 
58281.260 21.468 0.197 
58281.280 21.461 0.195 
58282.384 21.196 0.161 
58283.270 21.598 0.190 
58283.303 21.665 0.197 
58286.249 21.541 0.183 
58290.240 21.436 0.285 
58291.348 21.320 0.232 
58293.227 20.758 0.277 
58305.217 21.418 0.209 
58307.333 21.472 0.208 
58308.205 21.735 0.223 
58320.182 21.174 0.255 
58321.392 21.496 0.307 
filter ztfr
58232.408 21.179 0.248 
58242.316 19.244 0.054 
58242.339 19.296 0.052 
58242.358 19.334 0.060 
58242.359 19.295 0.054 
58243.319 19.315 0.063 
58244.328 19.314 0.042 
58244.363 19.115 0.093 
58246.422 19.239 0.067 
58247.404 19.189 0.041 
58247.421 19.210 0.044 
58247.443 19.159 0.042 
58252.388 19.124 0.027 
58252.400 19.116 0.031 
58255.278 19.255 0.038 
58255.297 19.376 0.049 
58255.311 19.284 0.048 
58255.320 19.385 0.049 
58256.444 19.280 0.033 
58257.297 19.270 0.038 
58257.319 19.305 0.037 
58257.349 19.278 0.038 
58257.371 19.388 0.049 
58257.384 19.349 0.043 
58257.403 19.411 0.046 
58258.409 19.469 0.056 
58258.410 19.630 0.073 
58262.330 19.665 0.089 
58263.351 19.749 0.112 
58263.352 20.052 0.156 
58263.367 19.646 0.118 
58263.392 19.817 0.127 
58263.405 19.570 0.107 
58266.293 19.916 0.165 
58266.331 19.597 0.124 
58266.332 19.773 0.133 
58266.344 19.881 0.145 
58268.377 19.638 0.119 
58268.394 19.947 0.124 
58268.394 19.896 0.114 
58268.406 19.866 0.132 
58268.434 20.073 0.176 
58269.363 19.951 0.145 
58269.364 19.911 0.130 
58270.334 19.837 0.098 
58270.348 20.008 0.127 
58270.356 20.129 0.136 
58270.375 19.964 0.127 
58270.375 19.848 0.100 
58271.391 20.074 0.147 
58272.277 19.971 0.086 
58272.308 19.978 0.093 
58272.308 20.084 0.105 
58272.326 19.885 0.081 
58273.324 19.919 0.072 
58273.348 19.886 0.071 
58273.370 20.004 0.083 
58274.302 20.057 0.062 
58274.324 19.905 0.063 
58274.346 20.014 0.074 
58276.292 20.170 0.074 
58276.308 20.037 0.065 
58276.324 20.078 0.061 
58277.288 20.178 0.071 
58277.382 20.253 0.083 
58277.409 20.187 0.083 
58278.279 20.111 0.082 
58278.304 20.165 0.083 
58278.305 20.262 0.089 
58278.325 20.235 0.085 
58279.270 20.139 0.078 
58279.283 20.146 0.080 
58279.388 20.369 0.118 
58280.306 20.341 0.084 
58280.323 20.279 0.079 
58280.340 20.307 0.079 
58281.216 20.638 0.124 
58281.327 20.448 0.100 
58281.347 20.551 0.118 
58281.348 20.158 0.081 
58282.322 20.341 0.100 
58282.342 20.580 0.127 
58283.327 20.569 0.100 
58283.346 20.447 0.093 
58283.368 20.310 0.084 
58284.279 20.731 0.140 
58284.301 20.421 0.100 
58284.302 20.511 0.114 
58284.317 20.320 0.117 
58285.307 20.433 0.091 
58285.324 20.891 0.125 
58285.391 21.152 0.147 
58286.305 21.037 0.143 
58287.269 20.416 0.089 
58287.283 20.659 0.117 
58287.284 20.900 0.140 
58287.304 20.691 0.107 
58288.284 20.596 0.111 
58288.305 20.634 0.117 
58288.319 20.532 0.100 
58289.243 20.438 0.110 
58289.261 20.427 0.124 
58290.345 21.041 0.197 
58290.346 21.280 0.234 
58290.368 20.927 0.154 
58291.269 20.480 0.143 
58291.281 20.801 0.202 
58291.300 20.859 0.209 
58292.263 20.856 0.197 
58292.291 20.874 0.168 
58292.292 21.113 0.190 
58292.298 20.729 0.185 
58292.318 20.396 0.133 
