ZTF19abhiayh 0.08710943 335.715469 17.381736
filter ztfg
58681.484 19.317 0.095 
58685.461 18.975 0.084 
58688.458 18.849 0.026 
58691.443 18.789 0.020 
58694.424 18.845 0.014 
58700.374 19.307 0.022 
58706.434 19.992 0.049 
58725.325 21.362 0.146 
58733.318 21.623 0.251 
filter ztfr
58674.465 21.710 0.270 
58677.296 20.359 0.139 
58681.421 19.454 0.080 
58685.419 19.082 0.048 
58688.413 18.978 0.027 
58688.415 18.877 0.030 
58690.392 18.813 0.024 
58690.392 18.770 0.022 
58691.371 18.837 0.018 
58691.410 18.879 0.027 
58691.410 18.865 0.024 
58694.367 18.835 0.022 
58694.368 18.814 0.022 
58694.386 18.838 0.020 
58696.370 18.901 0.021 
58696.372 18.872 0.023 
58697.399 19.013 0.026 
58700.417 19.114 0.023 
58700.429 19.095 0.028 
58700.429 19.070 0.027 
58703.401 19.198 0.027 
58712.356 19.604 0.115 
58715.367 19.743 0.101 
58718.375 19.893 0.085 
58719.444 19.991 0.093 
58719.444 20.015 0.095 
58722.315 20.260 0.072 
58730.388 20.856 0.156 
58735.321 20.746 0.220 
58736.378 20.445 0.197 
58757.231 21.330 0.243 
58760.276 20.887 0.288 
filter ztfi
58676.445 20.604 0.240 
58682.449 19.513 0.138 
58682.454 19.353 0.107 
58686.442 19.062 0.079 
58690.319 19.186 0.059 
58699.402 19.671 0.105 
58703.387 20.083 0.134 
58718.386 19.853 0.126 
58722.383 20.260 0.144 
