ZTF20acotwur 0.05849802 155.689753 -8.691675
filter ztfg
59158.499 18.194 0.088 
59159.524 18.183 0.035 
59165.522 18.541 0.024 
59168.501 18.744 0.035 
59169.485 18.843 0.051 
59181.522 20.158 0.232 
59198.521 21.076 0.276 
59222.403 21.275 0.282 
59226.442 20.591 0.214 
59230.399 20.964 0.213 
filter ztfr
59155.484 18.175 0.059 
59156.549 18.097 0.047 
59158.527 18.120 0.095 
59159.498 18.075 0.036 
59165.482 18.300 0.031 
59169.528 18.763 0.054 
59171.486 18.605 0.040 
59176.547 18.747 0.058 
59181.486 19.271 0.143 
59185.523 19.166 0.122 
59187.482 19.462 0.276 
59193.519 19.871 0.118 
59195.503 20.030 0.148 
59203.481 19.738 0.164 
59210.422 19.149 0.152 
59222.441 20.679 0.270 
59228.441 20.782 0.276 
