ZTF19aamaeve 0.06576718 241.598752 27.391624
filter ztfg
58556.482 18.291 0.027 
58560.501 18.262 0.020 
58567.422 18.674 0.084 
58568.400 18.686 0.033 
58572.528 19.197 0.084 
58583.378 19.882 0.086 
58586.416 20.213 0.092 
58597.465 20.738 0.184 
58598.390 20.653 0.118 
58599.212 20.896 0.119 
filter ztfr
58541.543 19.946 0.092 
58547.519 18.545 0.022 
58556.504 18.155 0.021 
58560.420 18.196 0.023 
58568.500 18.637 0.045 
58572.456 18.826 0.023 
58575.412 18.839 0.022 
58580.366 19.052 0.037 
58580.500 18.969 0.048 
58586.378 19.207 0.056 
58593.336 19.676 0.166 
58597.382 19.568 0.064 
58597.416 19.670 0.065 
58598.388 19.669 0.055 
58598.471 19.558 0.054 
58599.385 19.660 0.034 
58605.377 20.066 0.084 
58606.265 20.107 0.079 
58608.340 20.115 0.101 
58616.360 20.322 0.098 
58617.270 20.782 0.205 
58618.226 20.254 0.157 
filter ztfi
58547.456 18.871 0.040 
58561.457 18.791 0.090 
58568.466 19.458 0.077 
58581.507 19.365 0.097 
58586.508 19.455 0.093 
58591.309 19.081 0.227 
58596.380 19.976 0.145 
58605.465 20.136 0.128 
58616.336 20.518 0.193 
