ZTF18adaifep 0.04235491 85.307321 -13.224205
filter ztfg
58472.232 19.599 0.156 
58476.282 18.374 0.053 
58480.272 17.576 0.014 
58487.229 17.228 0.007 
58491.209 17.302 0.007 
58495.271 17.517 0.011 
58509.229 18.515 0.035 
58514.206 18.783 0.033 
58534.170 19.334 0.209 
58542.133 19.775 0.104 
58547.234 19.837 0.100 
filter ztfr
58472.272 19.591 0.153 
58476.306 18.136 0.035 
58480.294 17.649 0.019 
58491.238 17.214 0.009 
58503.272 17.525 0.067 
58506.232 17.646 0.030 
58509.253 17.704 0.021 
58547.127 18.980 0.040 
