ZTF19abzzhgx 0.06435273 101.632981 41.806847
filter ztfg
58747.505 19.383 0.095 
58747.506 19.395 0.104 
58749.490 19.023 0.262 
58749.490 19.020 0.268 
58750.445 18.703 0.048 
58750.445 18.758 0.050 
58751.476 18.721 0.164 
58751.476 18.686 0.176 
58756.446 18.210 0.022 
58756.467 18.236 0.019 
58757.392 18.312 0.162 
58758.470 18.257 0.085 
58758.470 18.164 0.084 
58759.443 18.177 0.022 
58760.469 18.260 0.115 
58760.469 18.250 0.112 
58763.441 18.280 0.018 
58763.465 18.252 0.025 
58764.526 18.358 0.103 
58764.526 18.336 0.100 
58765.492 18.425 0.103 
58765.492 18.425 0.102 
58766.446 18.377 0.023 
58766.472 18.400 0.025 
58768.410 18.570 0.263 
58768.410 18.634 0.256 
58770.512 18.668 0.277 
58770.512 18.658 0.267 
58772.343 18.485 0.117 
58772.344 18.614 0.116 
58775.422 19.053 0.085 
58777.502 19.297 0.092 
58778.513 19.317 0.063 
58779.486 19.677 0.310 
58784.468 19.951 0.116 
58784.469 19.879 0.100 
58787.422 20.475 0.186 
58787.422 20.074 0.156 
58789.436 20.430 0.164 
58789.449 20.229 0.107 
58790.535 20.524 0.168 
58790.535 20.348 0.142 
58811.434 20.769 0.188 
filter ztfr
58745.476 20.351 0.249 
58747.464 19.425 0.166 
58747.476 19.244 0.119 
58748.455 19.185 0.103 
58748.455 19.113 0.113 
58750.505 18.750 0.083 
58750.511 18.738 0.068 
58750.526 18.839 0.059 
58750.526 18.786 0.058 
58756.508 18.231 0.035 
58756.508 18.200 0.041 
58757.494 18.548 0.033 
58758.531 18.147 0.037 
58758.532 18.115 0.035 
58759.492 18.110 0.039 
58760.528 18.244 0.028 
58760.529 18.162 0.030 
58761.447 18.212 0.029 
58761.448 18.200 0.025 
58763.494 18.178 0.038 
58763.510 18.194 0.040 
58766.510 18.343 0.038 
58766.510 18.307 0.037 
58769.386 18.507 0.069 
58769.387 18.478 0.063 
58769.467 18.451 0.062 
58769.467 18.496 0.085 
58770.371 18.466 0.076 
58770.371 18.613 0.089 
58771.393 18.587 0.074 
58771.393 18.661 0.083 
58772.487 18.740 0.077 
58772.487 18.762 0.076 
58772.534 18.695 0.084 
58772.538 18.645 0.067 
58776.480 19.045 0.097 
58776.493 18.866 0.080 
58777.461 18.966 0.089 
58777.475 18.994 0.081 
58777.475 19.021 0.086 
58778.465 19.057 0.068 
58778.465 18.967 0.059 
58778.489 18.928 0.067 
58781.490 19.044 0.072 
58781.492 19.112 0.085 
58782.402 19.243 0.077 
58782.402 19.076 0.068 
58783.413 19.082 0.070 
58783.414 19.001 0.083 
58784.510 18.705 0.070 
58784.515 18.923 0.088 
58787.508 19.026 0.086 
58787.511 19.154 0.081 
58790.479 19.202 0.092 
58790.489 19.218 0.097 
58791.487 19.296 0.068 
58791.487 19.299 0.070 
58791.490 19.129 0.077 
58793.378 19.298 0.071 
58793.378 19.275 0.100 
58793.379 19.416 0.134 
58793.379 19.506 0.126 
58793.380 19.325 0.105 
58793.380 19.399 0.111 
58793.380 19.373 0.122 
58793.381 19.394 0.122 
58793.381 19.416 0.143 
58793.382 19.344 0.107 
58793.382 19.421 0.093 
58793.383 19.414 0.095 
58793.383 19.471 0.093 
58793.384 19.411 0.085 
58793.384 19.479 0.149 
58793.385 19.457 0.129 
58793.385 19.490 0.128 
58793.385 19.466 0.113 
58793.386 19.232 0.067 
58793.386 19.360 0.101 
58793.387 19.382 0.078 
58793.387 19.530 0.097 
58793.388 19.442 0.100 
58793.388 19.358 0.102 
58793.389 19.368 0.115 
58793.389 19.406 0.123 
58793.390 19.347 0.109 
58793.390 19.394 0.127 
58793.390 19.443 0.125 
58793.391 19.540 0.118 
58793.391 19.420 0.078 
58793.392 19.474 0.112 
58793.392 19.395 0.113 
58793.393 19.396 0.104 
58793.393 19.373 0.121 
58793.394 19.515 0.132 
58793.394 19.527 0.130 
58793.395 19.390 0.108 
58793.395 19.467 0.089 
58793.395 19.471 0.092 
58793.396 19.323 0.088 
58793.396 19.332 0.100 
58793.397 19.379 0.105 
58793.397 19.289 0.113 
58793.398 19.435 0.121 
58793.398 19.369 0.104 
58793.399 19.458 0.097 
58793.399 19.448 0.102 
58793.399 19.380 0.084 
58793.400 19.341 0.083 
58793.400 19.341 0.081 
58793.401 19.341 0.077 
58793.401 19.391 0.116 
58793.402 19.343 0.123 
58793.402 19.299 0.104 
58793.403 19.477 0.123 
58793.403 19.290 0.103 
58793.404 19.298 0.080 
58793.404 19.377 0.089 
58793.404 19.363 0.094 
58793.405 19.355 0.108 
58793.405 19.548 0.136 
58793.406 19.432 0.122 
58793.406 19.392 0.121 
58793.407 19.283 0.100 
58793.407 19.347 0.103 
58793.408 19.375 0.082 
58793.408 19.372 0.071 
58793.409 19.363 0.078 
58793.409 19.286 0.087 
58793.409 19.481 0.121 
58793.410 19.318 0.116 
58793.410 19.386 0.117 
58793.411 19.404 0.107 
58793.411 19.387 0.106 
58793.412 19.559 0.121 
58793.412 19.511 0.083 
58793.413 19.351 0.078 
58793.413 19.334 0.072 
58793.413 19.352 0.077 
58793.414 19.372 0.100 
58793.414 19.356 0.109 
58793.415 19.423 0.105 
58793.415 19.382 0.082 
58793.416 19.439 0.093 
58793.416 19.426 0.090 
58793.417 19.240 0.071 
58793.417 19.372 0.089 
58793.418 19.477 0.115 
58793.418 19.443 0.121 
58793.418 19.406 0.114 
58793.419 19.405 0.110 
58793.419 19.368 0.109 
58793.420 19.457 0.125 
58793.420 19.503 0.086 
58793.421 19.421 0.087 
58793.421 19.360 0.082 
58793.422 19.379 0.082 
58793.422 19.313 0.098 
58793.423 19.363 0.108 
58793.423 19.445 0.111 
58793.423 19.288 0.092 
58793.424 19.346 0.108 
58793.424 19.293 0.079 
58793.425 19.372 0.098 
58793.425 19.271 0.101 
58793.426 19.374 0.087 
58793.426 19.309 0.071 
58793.427 19.346 0.100 
58793.427 19.298 0.097 
58793.427 19.316 0.094 
58793.428 19.442 0.131 
58793.428 19.413 0.113 
