ZTF18abixkjh 0.0651996 232.588461 27.629508
filter ztfg
58321.172 17.956 0.067 
58324.254 18.024 0.044 
58327.170 17.976 0.030 
58330.205 18.039 0.018 
58333.187 18.209 0.020 
58336.188 18.295 0.017 
58343.173 18.977 0.035 
58346.150 19.223 0.075 
58350.237 19.331 0.082 
58362.192 20.480 0.159 
58365.217 20.471 0.156 
filter ztfr
58321.213 18.386 0.028 
58324.170 18.199 0.031 
58327.278 18.054 0.044 
58330.302 18.117 0.032 
58333.166 18.271 0.017 
58336.213 18.421 0.021 
58340.185 18.587 0.028 
58343.153 18.733 0.032 
58346.172 18.789 0.027 
58353.148 19.036 0.047 
58353.233 19.070 0.060 
58357.233 18.954 0.087 
58362.141 19.350 0.047 
58381.113 20.121 0.234 
filter ztfi
58320.227 18.793 0.051 
58331.317 19.037 0.093 
58336.157 19.181 0.078 
58340.153 19.701 0.152 
58345.150 19.749 0.151 
58363.134 19.615 0.122 
58367.137 20.054 0.131 
58379.123 20.324 0.180 
