ZTF18abvtcoe 0.041 39.547583 26.019214
filter ztfg
58323.446 19.217 0.047 
58326.495 18.718 0.062 
58329.466 18.563 0.053 
58336.487 18.542 0.030 
58340.487 18.673 0.025 
58343.421 18.961 0.027 
58346.469 19.181 0.033 
58349.454 19.506 0.041 
58378.449 21.119 0.171 
58378.477 21.336 0.217 
filter ztfr
58329.497 19.360 0.080 
58332.427 18.993 0.106 
58336.440 19.124 0.069 
58343.466 20.759 0.208 
58353.372 18.860 0.067 
58354.413 19.014 0.068 
58356.349 18.981 0.112 
58357.368 18.990 0.098 
58364.517 19.449 0.102 
58366.517 19.458 0.082 
58371.415 19.805 0.086 
58377.434 20.185 0.139 
58383.351 20.207 0.173 
