ZTF20abedygm 0.0982435 246.51544 63.354561
filter ztfg
59000.283 20.470 0.174 
59001.386 21.021 0.203 
59001.387 20.847 0.167 
59005.221 20.067 0.178 
59011.285 19.071 0.024 
59012.305 19.012 0.022 
59013.225 18.958 0.023 
59014.344 18.941 0.021 
59017.307 18.871 0.015 
59018.343 18.878 0.019 
59020.225 18.888 0.018 
59022.208 18.935 0.020 
59023.243 18.976 0.020 
59024.283 18.901 0.034 
59025.243 19.079 0.028 
59026.241 19.206 0.047 
59027.247 19.156 0.054 
59028.347 19.226 0.063 
59029.266 19.354 0.108 
59030.343 19.484 0.098 
59031.203 19.488 0.084 
59032.368 19.690 0.104 
59033.215 19.662 0.132 
59036.224 20.038 0.141 
59037.245 20.062 0.174 
59038.283 19.899 0.149 
59039.204 20.248 0.080 
59041.217 20.345 0.070 
59042.305 20.490 0.105 
59043.225 20.542 0.092 
59044.322 20.576 0.129 
59045.258 21.056 0.132 
59046.348 20.767 0.121 
59047.267 20.745 0.103 
59048.281 20.960 0.123 
59048.284 20.960 0.130 
59049.307 20.991 0.136 
59050.365 21.036 0.175 
59050.367 21.152 0.197 
59051.306 21.029 0.144 
59052.302 21.447 0.186 
59052.306 21.275 0.160 
59053.344 21.364 0.179 
59053.345 21.035 0.143 
59054.261 21.216 0.166 
59055.305 21.381 0.195 
59060.394 21.143 0.222 
filter ztfr
59000.366 20.711 0.227 
59001.236 20.939 0.228 
59001.237 20.519 0.139 
59004.277 20.258 0.140 
59008.331 19.502 0.080 
59009.221 19.445 0.070 
59011.329 19.082 0.038 
59012.266 19.111 0.023 
59013.322 19.107 0.027 
59014.249 19.033 0.034 
59015.322 18.976 0.031 
59017.262 18.936 0.021 
59019.243 18.997 0.023 
59020.287 18.943 0.024 
59022.260 18.933 0.022 
59023.202 18.961 0.024 
59024.236 18.962 0.025 
59025.201 18.835 0.052 
59027.284 18.999 0.038 
59028.239 19.031 0.040 
59031.229 19.150 0.053 
59032.237 19.127 0.046 
59033.328 19.289 0.075 
59034.326 19.326 0.078 
59035.323 19.536 0.123 
59036.286 19.657 0.099 
59037.203 19.577 0.153 
59038.218 19.607 0.052 
59039.242 19.549 0.048 
59040.283 19.547 0.045 
59041.262 19.613 0.046 
59042.240 19.725 0.049 
59043.261 19.627 0.045 
59044.237 19.723 0.050 
59045.216 19.723 0.043 
59046.208 19.835 0.045 
59047.325 19.853 0.056 
59048.385 19.797 0.061 
59048.386 19.810 0.061 
59050.283 19.894 0.061 
59050.285 19.953 0.063 
59051.345 20.041 0.072 
59051.346 20.051 0.071 
59052.263 20.204 0.063 
59052.264 20.060 0.057 
59053.328 20.068 0.065 
59054.344 20.294 0.090 
59054.345 20.226 0.088 
59055.330 20.355 0.109 
59055.331 20.365 0.123 
59056.345 20.472 0.166 
59057.327 20.228 0.088 
59057.328 20.443 0.107 
59059.186 20.423 0.114 
59060.201 20.207 0.094 
59061.260 20.441 0.132 
59061.321 20.652 0.171 
59062.236 20.824 0.216 
59062.241 20.297 0.138 
59063.285 20.534 0.216 
59063.287 20.737 0.275 
59067.277 20.301 0.150 
59068.246 20.618 0.157 
59069.221 20.680 0.111 
59070.200 20.816 0.121 
59070.203 20.739 0.106 
59071.181 20.898 0.144 
59072.199 21.112 0.154 
59073.204 20.744 0.107 
59073.205 20.980 0.161 
59075.239 20.731 0.150 
59079.199 21.043 0.173 
59081.199 20.679 0.149 
59082.184 21.008 0.201 
59086.182 20.870 0.169 
filter ztfi
59004.342 20.281 0.205 
59008.391 19.815 0.156 
59012.361 19.480 0.077 
59020.340 19.413 0.064 
59028.300 19.540 0.119 
59032.286 19.724 0.137 
59040.303 19.866 0.100 
59044.285 19.996 0.116 
59048.322 20.011 0.117 
59052.341 20.249 0.149 
59056.307 20.231 0.174 
59060.249 20.432 0.207 
59064.245 20.515 0.253 
