ZTF20acrufey 0.06 50.505972 38.05485
filter ztfg
59170.222 20.948 0.165 
59170.234 21.139 0.154 
59172.235 20.319 0.081 
59172.258 20.254 0.071 
59175.302 19.263 0.046 
59176.351 19.035 0.026 
59177.390 18.861 0.022 
59179.232 18.659 0.036 
59179.253 18.618 0.037 
59181.215 18.393 0.054 
59181.216 18.539 0.058 
59185.194 18.393 0.042 
59185.195 18.359 0.041 
59187.140 18.399 0.022 
59187.201 18.446 0.033 
59189.166 18.495 0.027 
59192.194 18.615 0.027 
59192.223 18.568 0.046 
59194.219 18.724 0.027 
59194.225 18.687 0.024 
59199.280 19.014 0.036 
59200.178 19.090 0.045 
59202.234 19.282 0.058 
59203.310 19.498 0.055 
59204.304 19.489 0.047 
59205.263 19.532 0.045 
59210.221 20.373 0.291 
59211.221 19.892 0.196 
59216.333 20.014 0.179 
59218.226 20.655 0.104 
59218.226 20.332 0.072 
59220.201 20.701 0.105 
59220.202 20.505 0.103 
59224.195 20.887 0.224 
59224.195 20.850 0.171 
59226.213 20.658 0.162 
59226.213 20.963 0.180 
59228.202 21.111 0.175 
59228.202 21.208 0.168 
59230.202 21.364 0.190 
59232.223 21.007 0.153 
59232.224 21.238 0.173 
59250.203 20.716 0.188 
59251.136 21.505 0.222 
59257.162 21.774 0.213 
filter ztfr
59175.369 19.137 0.066 
59176.322 18.985 0.038 
59179.311 18.615 0.037 
59179.322 18.567 0.037 
59181.277 18.492 0.059 
59181.279 18.407 0.054 
59185.235 18.333 0.035 
59185.263 18.243 0.030 
59187.240 18.342 0.035 
59187.244 18.310 0.032 
59189.222 18.329 0.014 
59189.223 18.388 0.015 
59192.158 18.501 0.066 
59192.159 18.423 0.055 
59194.157 18.555 0.022 
59194.258 18.529 0.022 
59199.228 18.922 0.041 
59200.241 18.897 0.025 
59202.278 18.996 0.050 
59203.222 19.050 0.043 
59204.286 19.127 0.036 
59205.152 19.121 0.031 
59210.302 19.156 0.069 
59211.161 19.226 0.089 
59216.238 19.387 0.059 
59216.277 19.338 0.055 
59218.186 19.374 0.062 
59218.354 19.406 0.060 
59220.219 19.449 0.047 
59220.239 19.427 0.065 
59222.198 19.623 0.043 
59222.198 19.461 0.039 
59224.250 19.796 0.080 
59224.250 19.602 0.068 
59226.158 19.815 0.140 
59226.243 19.938 0.109 
59228.221 19.912 0.070 
59230.223 19.994 0.088 
59230.224 20.145 0.096 
59232.181 20.115 0.073 
59232.181 20.115 0.062 
59248.163 20.500 0.133 
59251.178 20.707 0.146 
59251.200 20.821 0.167 
59251.201 20.659 0.126 
59252.165 20.485 0.111 
59253.157 20.744 0.134 
59253.157 20.642 0.109 
59254.165 20.736 0.133 
59255.136 20.928 0.137 
59255.137 20.810 0.138 
59255.137 20.748 0.129 
59255.138 20.967 0.178 
59256.170 20.804 0.122 
59256.183 20.918 0.139 
59257.135 20.798 0.163 
59257.136 20.633 0.142 
