ZTF19acfxbki 0.05780858 24.901748 -0.446727
filter ztfg
58775.187 18.896 0.054 
58785.324 17.894 0.026 
58788.193 17.878 0.041 
58791.272 18.067 0.030 
58800.211 18.697 0.166 
58803.210 18.969 0.129 
58806.190 19.385 0.100 
58811.189 19.578 0.144 
58836.127 20.659 0.234 
filter ztfr
58773.315 19.883 0.119 
58773.315 19.679 0.097 
58774.253 19.006 0.098 
58774.254 19.004 0.088 
58775.283 18.840 0.079 
58775.312 18.964 0.037 
58775.312 18.894 0.036 
58776.296 18.716 0.041 
58776.296 18.692 0.045 
58777.310 18.602 0.044 
58777.311 18.459 0.040 
58779.294 18.183 0.041 
58782.330 18.056 0.042 
58787.228 18.040 0.035 
58787.229 17.962 0.035 
58788.253 17.896 0.050 
58794.298 18.049 0.048 
58803.290 18.567 0.036 
58803.290 18.540 0.036 
58811.149 18.709 0.102 
58812.224 18.706 0.028 
58812.224 18.711 0.029 
58846.107 20.348 0.301 
