ZTF20abqnctf 0.07332602 271.352093 24.484334
filter ztfg
59074.217 18.701 0.020 
59077.247 18.553 0.017 
59081.234 18.594 0.021 
59085.271 18.759 0.020 
59091.222 19.144 0.067 
59098.201 19.778 0.076 
59111.134 21.020 0.155 
59115.201 20.857 0.191 
59119.196 20.975 0.306 
filter ztfr
59068.254 19.471 0.046 
59071.192 19.037 0.034 
59074.291 18.705 0.020 
59077.264 18.619 0.015 
59081.205 18.631 0.016 
59092.241 19.104 0.060 
59093.194 19.005 0.053 
59098.171 19.262 0.032 
59107.125 19.453 0.057 
59111.218 19.669 0.062 
59114.183 19.795 0.076 
59115.152 20.006 0.065 
59116.192 19.809 0.090 
59117.110 19.822 0.091 
59118.225 20.387 0.142 
59119.164 20.164 0.103 
59121.104 20.209 0.106 
59123.259 19.901 0.253 
59125.125 20.560 0.182 
59129.124 20.358 0.084 
59137.101 20.657 0.110 
59139.092 20.778 0.155 
59145.100 21.148 0.192 
