ZTF20acrhrcy 0.0936537 110.352508 50.131247
filter ztfg
59165.375 21.370 0.175 
59167.511 20.691 0.167 
59167.512 20.802 0.167 
59168.472 20.655 0.115 
59169.500 20.352 0.094 
59170.452 20.001 0.067 
59171.413 19.766 0.050 
59171.414 19.845 0.052 
59173.451 19.368 0.033 
59176.390 19.204 0.030 
59176.391 19.162 0.026 
59177.414 19.206 0.034 
59179.456 19.149 0.039 
59179.457 19.170 0.032 
59180.492 19.149 0.060 
59181.515 19.166 0.067 
59181.516 19.126 0.066 
59186.509 19.381 0.156 
59187.206 19.538 0.245 
59187.383 19.504 0.116 
59187.384 19.394 0.099 
59188.417 19.451 0.070 
59188.437 19.632 0.095 
59188.527 19.687 0.122 
59189.302 19.578 0.062 
59189.489 19.537 0.075 
59190.365 19.684 0.063 
59192.299 19.782 0.110 
59193.349 20.078 0.063 
59193.432 20.051 0.069 
59193.433 19.947 0.058 
59194.238 19.846 0.093 
59194.425 19.962 0.128 
59194.426 19.896 0.100 
59194.427 20.207 0.164 
59196.340 20.312 0.120 
59196.430 20.370 0.142 
59196.452 20.278 0.134 
59198.383 20.652 0.109 
59198.384 20.809 0.134 
59198.404 20.590 0.125 
59199.319 20.431 0.151 
59199.344 20.599 0.134 
59199.345 20.747 0.161 
59199.427 20.348 0.088 
59200.401 20.433 0.173 
59202.304 20.896 0.189 
59202.363 20.833 0.157 
59202.370 21.255 0.257 
59203.316 20.658 0.151 
59204.311 21.007 0.143 
59204.345 21.048 0.160 
59204.442 21.242 0.179 
59204.455 21.068 0.167 
59205.259 20.871 0.190 
59205.362 21.096 0.174 
59219.283 21.232 0.203 
filter ztfr
59165.407 21.357 0.233 
59165.415 21.266 0.200 
59166.435 20.938 0.193 
59167.497 20.721 0.192 
59167.497 20.752 0.214 
59168.432 20.588 0.138 
59169.511 20.188 0.125 
59169.512 20.239 0.126 
59170.413 19.947 0.073 
59171.461 19.763 0.063 
59171.462 19.732 0.057 
59175.479 19.178 0.052 
59176.425 19.227 0.032 
59176.426 19.235 0.035 
59179.360 19.006 0.053 
59179.366 19.323 0.073 
59181.404 19.154 0.075 
59181.405 19.148 0.074 
59185.368 19.039 0.066 
59185.370 19.205 0.077 
59187.424 19.285 0.100 
59187.445 19.297 0.111 
59187.446 19.482 0.140 
59188.297 19.202 0.062 
59188.361 19.236 0.054 
59188.392 19.239 0.056 
59189.242 19.248 0.046 
59189.344 19.563 0.066 
59189.345 19.473 0.059 
59190.204 19.316 0.079 
59193.273 19.559 0.047 
59193.388 19.601 0.046 
59193.493 19.725 0.065 
59193.494 19.676 0.058 
59194.367 19.635 0.046 
59194.389 19.625 0.080 
59194.390 19.664 0.093 
59194.490 19.780 0.073 
59195.343 19.743 0.115 
59196.372 19.868 0.116 
59196.383 19.739 0.098 
59196.384 19.803 0.122 
59196.467 19.683 0.101 
59198.281 19.836 0.104 
59198.433 19.967 0.077 
59198.453 19.726 0.080 
59199.241 19.824 0.128 
59199.391 19.870 0.092 
59199.392 19.803 0.084 
59199.393 19.745 0.075 
59200.360 19.822 0.121 
59200.389 19.907 0.114 
59202.328 19.827 0.109 
59202.380 19.938 0.119 
59202.381 20.143 0.135 
59202.382 19.914 0.097 
59203.245 20.001 0.123 
59203.448 20.086 0.141 
59203.450 20.002 0.107 
59204.368 19.995 0.068 
59204.368 19.998 0.070 
59204.369 19.811 0.065 
59204.409 20.006 0.090 
59205.197 20.006 0.097 
59206.425 19.859 0.152 
59210.312 20.282 0.168 
59210.335 20.338 0.172 
59210.435 20.712 0.263 
59216.298 20.551 0.184 
59216.318 20.527 0.195 
59217.383 20.626 0.181 
59218.418 20.567 0.144 
59219.262 20.792 0.141 
59219.305 20.792 0.202 
59219.306 20.503 0.168 
59220.283 20.371 0.155 
59220.303 20.734 0.171 
59221.238 20.796 0.172 
59221.259 20.898 0.193 
59222.263 21.214 0.215 
59222.324 20.963 0.191 
59222.325 20.840 0.179 
59223.280 20.993 0.217 
59223.300 20.966 0.218 
59223.301 21.246 0.240 
59224.306 20.827 0.168 
59225.261 21.137 0.230 
59226.264 20.978 0.216 
59227.264 20.960 0.173 
59227.305 20.749 0.152 
59227.306 20.932 0.175 
59227.307 20.614 0.130 
59228.241 21.185 0.220 
59228.242 20.761 0.160 
59228.469 20.984 0.231 
59229.260 20.833 0.308 
59230.242 21.060 0.168 
59230.256 21.113 0.193 
59230.284 20.922 0.197 
59232.304 21.178 0.196 
59232.305 21.487 0.223 
59232.347 21.410 0.215 
59233.285 21.159 0.187 
59233.286 21.110 0.194 
59233.287 21.164 0.212 
filter ztfi
59170.394 20.173 0.165 
59182.311 19.691 0.128 
59184.416 19.616 0.132 
59190.386 20.311 0.186 
59202.424 20.070 0.173 
