ZTF19aanirdx 0.08967544 253.7525 58.922956
filter ztfg
58567.516 19.386 0.068 
58568.382 19.109 0.138 
58568.408 19.358 0.078 
58568.429 19.263 0.066 
58569.427 19.196 0.105 
58572.493 18.651 0.026 
58573.387 18.669 0.034 
58573.479 18.719 0.025 
58573.490 18.711 0.031 
58581.301 18.532 0.022 
58581.338 18.557 0.010 
58581.477 18.598 0.026 
58581.486 18.527 0.029 
58582.364 18.586 0.022 
58582.389 18.610 0.019 
58582.488 18.597 0.018 
58583.385 18.661 0.030 
58583.406 18.660 0.029 
58583.407 18.655 0.026 
58584.339 18.688 0.013 
58585.395 18.746 0.019 
58586.427 18.821 0.024 
58586.448 18.745 0.022 
58586.449 18.783 0.022 
58586.467 18.837 0.028 
58587.362 18.972 0.080 
58587.449 18.826 0.028 
58588.318 18.830 0.058 
58588.470 18.953 0.029 
58588.489 18.883 0.033 
58591.236 19.289 0.177 
58591.259 19.034 0.096 
58592.469 19.225 0.103 
58592.488 19.194 0.082 
58592.489 18.838 0.058 
58593.475 19.471 0.154 
58593.494 19.226 0.117 
58594.267 19.517 0.167 
58594.280 19.490 0.145 
58596.447 19.526 0.074 
58596.474 19.516 0.070 
58596.475 19.504 0.070 
58596.492 19.431 0.070 
58599.345 19.812 0.033 
58608.325 20.949 0.173 
58612.392 20.924 0.121 
58612.393 20.725 0.104 
58612.406 20.692 0.098 
58616.269 20.874 0.231 
58616.444 20.897 0.128 
58616.472 21.300 0.203 
58616.491 20.770 0.235 
58617.401 21.207 0.242 
58617.432 21.021 0.163 
58617.449 21.536 0.215 
58645.416 21.717 0.301 
58645.417 21.600 0.295 
58645.434 21.614 0.271 
58647.350 20.889 0.235 
filter ztfr
58568.516 19.517 0.107 
58569.368 19.066 0.088 
58569.383 19.188 0.072 
58572.431 18.807 0.042 
58573.414 18.797 0.040 
58573.428 18.828 0.039 
58573.451 18.732 0.036 
58575.424 18.602 0.023 
58580.370 18.551 0.023 
58580.505 18.555 0.035 
58581.410 18.617 0.048 
58581.422 18.604 0.018 
58581.451 18.609 0.037 
58582.410 18.599 0.022 
58582.432 18.580 0.028 
58582.455 18.621 0.026 
58583.344 18.654 0.044 
58583.345 18.569 0.046 
58584.422 18.722 0.014 
58585.412 18.637 0.026 
58585.433 18.772 0.034 
58586.323 18.775 0.043 
58586.350 18.794 0.041 
58586.390 18.756 0.042 
58586.391 18.744 0.042 
58587.405 18.548 0.066 
58588.387 18.866 0.043 
58588.403 18.811 0.037 
58588.428 18.793 0.038 
58591.403 18.994 0.070 
58591.428 19.073 0.095 
58591.452 18.960 0.075 
58592.310 19.176 0.097 
58592.370 19.086 0.146 
58592.371 19.321 0.202 
58593.304 19.290 0.090 
58593.332 19.318 0.091 
58593.380 19.027 0.065 
58593.409 19.001 0.074 
58593.435 19.172 0.086 
58596.325 19.236 0.069 
58596.404 19.246 0.059 
58596.405 19.209 0.056 
58596.428 19.232 0.067 
58598.354 19.293 0.050 
58598.363 19.286 0.051 
58598.386 19.250 0.047 
58600.472 19.322 0.075 
58602.302 19.498 0.048 
58605.436 19.407 0.051 
58606.282 19.703 0.062 
58606.311 19.634 0.074 
58608.345 19.481 0.084 
58612.434 19.771 0.062 
58612.451 19.772 0.060 
58612.467 19.702 0.054 
58612.470 19.698 0.062 
58616.373 19.964 0.089 
58616.374 19.921 0.083 
58616.389 19.872 0.082 
58616.412 19.819 0.072 
58617.304 19.698 0.090 
58617.328 19.795 0.097 
58617.344 19.996 0.117 
58618.229 20.103 0.133 
58618.232 20.425 0.194 
58627.372 20.526 0.181 
58627.388 20.618 0.180 
58627.389 20.422 0.147 
58627.415 20.434 0.150 
58628.369 20.312 0.120 
58628.389 20.506 0.170 
58633.345 20.558 0.137 
58634.318 21.020 0.175 
58634.321 21.491 0.224 
58634.328 21.618 0.309 
58636.329 20.548 0.112 
58639.305 20.786 0.146 
58645.286 20.674 0.206 
58645.303 20.960 0.232 
58645.321 21.210 0.305 
58646.288 20.641 0.195 
58647.250 21.003 0.298 
58647.259 21.083 0.308 
58648.226 20.757 0.281 
58648.245 20.715 0.269 
58648.262 20.381 0.240 
58649.258 20.714 0.299 
58649.286 20.667 0.260 
filter ztfi
58568.474 19.823 0.168 
58586.517 19.239 0.114 
58591.328 19.434 0.240 
58596.369 20.182 0.200 
58605.475 19.889 0.141 
58616.349 20.185 0.196 
58627.445 20.363 0.201 
