ZTF20aaactgu 0.05403461 24.30099 40.366065
filter ztfg
58850.161 20.083 0.117 
58852.101 19.277 0.068 
58855.156 18.701 0.059 
58859.099 18.263 0.032 
58862.113 18.093 0.013 
58864.109 18.006 0.012 
58871.158 18.205 0.023 
58874.160 18.303 0.020 
58877.182 18.626 0.033 
58880.113 18.940 0.035 
58882.101 18.989 0.066 
58884.102 19.301 0.153 
58887.194 19.550 0.153 
58891.155 19.652 0.086 
58892.204 19.908 0.062 
58894.162 20.017 0.082 
filter ztfr
58852.164 19.231 0.056 
58853.183 19.378 0.176 
58854.135 19.094 0.104 
58855.204 18.764 0.061 
58856.161 18.436 0.035 
58859.164 18.130 0.027 
58859.221 18.233 0.033 
58860.152 18.152 0.028 
58861.181 18.091 0.026 
58871.105 18.010 0.015 
58874.116 18.110 0.018 
58880.159 18.584 0.040 
58881.101 18.581 0.037 
58884.141 18.675 0.076 
58887.113 18.664 0.043 
58891.118 18.772 0.035 
58893.126 18.749 0.024 
58894.136 18.773 0.032 
58905.120 19.256 0.106 
58913.159 19.741 0.236 
