ZTF20abcwuwg 0.05678714 297.644467 2.016855
filter ztfg
59010.461 18.481 0.035 
59022.374 18.911 0.024 
59025.318 19.225 0.036 
59029.279 19.744 0.141 
59032.379 20.003 0.130 
59038.291 20.343 0.190 
59041.358 20.493 0.129 
59044.335 20.728 0.145 
59047.276 21.311 0.181 
59050.357 21.243 0.215 
59053.359 21.286 0.212 
59056.401 21.137 0.195 
59060.341 21.095 0.262 
59073.316 21.059 0.191 
59085.257 21.431 0.292 
filter ztfr
59013.348 18.369 0.020 
59019.375 18.428 0.019 
59022.271 18.627 0.030 
59025.357 18.856 0.031 
59035.337 19.117 0.108 
59038.355 19.136 0.061 
59047.398 19.660 0.060 
59050.294 19.890 0.090 
59053.314 19.966 0.081 
59056.367 20.160 0.127 
59061.291 20.448 0.176 
59067.294 20.050 0.121 
59070.300 20.466 0.137 
