ZTF19aaxqsbn 0.05596631 203.025935 80.162935
filter ztfg
58640.206 19.422 0.052 
58643.199 18.964 0.055 
58643.200 18.976 0.040 
58649.196 18.562 0.059 
58649.196 18.629 0.066 
58652.194 18.616 0.043 
58652.195 18.702 0.045 
58655.283 18.760 0.070 
58655.307 18.763 0.073 
58658.201 19.029 0.027 
58658.226 18.972 0.023 
58661.218 19.363 0.046 
58667.353 19.932 0.078 
58670.288 20.364 0.118 
58673.323 20.575 0.122 
58676.300 20.669 0.262 
58676.326 20.477 0.219 
58706.223 20.597 0.265 
58707.218 20.443 0.307 
filter ztfr
58640.240 19.266 0.057 
58643.249 18.721 0.040 
58646.219 18.649 0.040 
58646.241 18.520 0.067 
58649.226 18.311 0.042 
58649.244 18.480 0.052 
58652.303 18.334 0.055 
58652.304 18.239 0.045 
58655.180 18.434 0.054 
58655.204 18.452 0.043 
58658.241 18.501 0.028 
58661.207 18.736 0.037 
58661.322 18.794 0.035 
58670.308 19.144 0.062 
58673.214 19.043 0.049 
58676.213 19.154 0.080 
58676.286 19.383 0.093 
58683.214 19.671 0.119 
58684.232 19.741 0.156 
58685.336 18.789 0.114 
58689.183 19.765 0.114 
58690.177 19.846 0.109 
58691.177 20.007 0.130 
58694.183 20.267 0.146 
58696.273 20.857 0.254 
58703.280 20.009 0.195 
58704.274 20.143 0.227 
58705.192 20.668 0.289 
58706.191 20.475 0.299 
58706.193 20.645 0.242 
58707.190 20.337 0.226 
58708.191 20.055 0.247 
58708.193 20.181 0.214 
filter ztfi
58640.310 19.450 0.139 
58644.249 18.793 0.098 
58648.282 18.791 0.101 
58652.241 18.715 0.082 
58659.185 19.297 0.100 
58663.180 18.839 0.122 
58669.301 19.432 0.124 
