ZTF20aattqnm 0.08441332 229.280447 14.467048
filter ztfg
58963.334 19.390 0.038 
58963.335 19.437 0.042 
58964.357 19.385 0.033 
58967.292 19.747 0.053 
58970.295 19.890 0.079 
58973.270 20.115 0.178 
58991.294 21.016 0.149 
58995.298 21.077 0.154 
59001.371 20.815 0.205 
59012.295 21.372 0.173 
filter ztfr
58953.442 18.684 0.028 
58956.352 18.863 0.040 
58961.400 19.219 0.072 
58964.404 19.091 0.026 
58967.359 19.164 0.035 
58970.396 19.252 0.030 
58976.315 19.114 0.143 
58979.315 19.767 0.110 
58985.289 20.000 0.064 
58991.292 20.107 0.067 
58992.289 20.210 0.075 
58995.256 20.218 0.076 
58998.256 20.229 0.081 
58998.290 20.390 0.081 
59001.259 20.455 0.190 
59005.266 20.572 0.279 
59009.211 21.187 0.285 
59012.254 20.851 0.109 
59016.235 20.578 0.170 
59022.232 21.382 0.169 
59025.190 20.596 0.133 
filter ztfi
58954.369 19.357 0.067 
58965.388 19.697 0.071 
58974.391 20.056 0.192 
58978.332 19.791 0.169 
