ZTF18acaqcdg 0.0497122 279.719211 40.682849
filter ztfg
58423.157 17.608 0.018 
58424.135 17.246 0.019 
58424.155 17.630 0.016 
58425.142 17.684 0.021 
58426.158 17.762 0.020 
58426.173 17.731 0.019 
58426.174 17.777 0.021 
58426.192 17.810 0.031 
58427.157 17.750 0.037 
58428.157 17.869 0.014 
58428.171 17.906 0.016 
58428.191 17.876 0.018 
58429.153 17.980 0.012 
58429.154 17.962 0.014 
58429.173 17.996 0.014 
58429.192 17.976 0.015 
58430.118 18.033 0.016 
58430.138 18.055 0.013 
58430.153 18.034 0.014 
58431.079 18.099 0.031 
58431.092 18.086 0.028 
58431.120 18.124 0.026 
58432.159 18.224 0.032 
58432.160 18.192 0.033 
58432.179 18.285 0.044 
58433.152 18.288 0.041 
58434.134 18.501 0.038 
58434.163 18.435 0.039 
filter ztfr
58423.094 17.587 0.012 
58423.118 17.593 0.020 
58423.131 17.626 0.013 
58425.081 17.652 0.010 
58425.094 17.652 0.009 
58425.114 17.643 0.015 
58427.089 17.821 0.021 
58427.113 17.855 0.041 
58428.083 17.899 0.015 
58428.096 17.880 0.013 
58428.109 17.856 0.014 
58429.079 17.907 0.013 
58429.091 17.924 0.011 
58430.081 17.972 0.015 
58430.099 17.959 0.012 
58430.178 17.975 0.019 
58431.135 18.047 0.027 
58431.160 18.093 0.039 
58431.171 18.007 0.045 
58432.083 18.103 0.033 
58432.094 18.078 0.025 
58432.095 18.107 0.027 
58433.075 18.060 0.021 
58433.096 18.135 0.022 
58433.110 18.133 0.025 
58434.175 18.242 0.048 
58435.093 18.205 0.029 
58436.093 18.230 0.077 
58436.112 18.233 0.079 
58443.120 18.221 0.040 
