ZTF19acekreh 0.03612028 248.445876 47.97388
filter ztfg
58769.203 18.109 0.073 
58771.112 17.483 0.022 
58772.121 17.246 0.014 
58775.116 16.814 0.007 
58775.120 16.764 0.007 
58778.120 16.565 0.006 
58778.121 16.559 0.005 
58781.114 16.469 0.008 
58781.116 16.477 0.008 
58785.117 16.547 0.006 
58785.118 16.508 0.005 
58789.124 16.714 0.012 
58789.124 16.733 0.010 
58795.111 17.095 0.018 
58798.103 17.356 0.028 
58805.101 18.090 0.047 
filter ztfr
58768.124 18.809 0.066 
58769.093 18.247 0.042 
58771.104 17.647 0.020 
58775.096 16.921 0.009 
58775.100 16.919 0.011 
58781.093 16.688 0.014 
58781.094 16.732 0.013 
58792.112 16.991 0.013 
58792.113 17.023 0.018 
58795.079 17.239 0.019 
