ZTF19actfpma 0.06811 152.486347 -3.002272
filter ztfg
58804.503 18.770 0.081 
58830.549 18.929 0.060 
58849.480 20.330 0.120 
58855.460 20.582 0.186 
58864.401 20.755 0.195 
58867.397 21.104 0.196 
58873.357 21.040 0.192 
58876.358 20.916 0.163 
filter ztfr
58799.483 20.229 0.202 
58804.544 18.987 0.078 
58812.548 18.277 0.026 
58827.438 18.522 0.062 
58849.428 19.115 0.047 
58852.436 19.486 0.045 
58859.320 19.558 0.162 
58864.335 20.106 0.117 
58873.331 20.290 0.103 
58876.295 20.315 0.109 
