ZTF19aaqxcfs 0.07013235 149.242037 45.228984
filter ztfg
58588.251 19.551 0.117 
58591.174 18.877 0.056 
58594.182 18.467 0.024 
58597.260 18.265 0.015 
58600.204 18.107 0.012 
58605.215 18.164 0.012 
58605.217 18.166 0.011 
58606.156 18.203 0.012 
58608.197 18.306 0.013 
58608.198 18.289 0.012 
58609.193 18.377 0.018 
58612.178 18.545 0.015 
58612.179 18.549 0.015 
58617.185 18.931 0.052 
58617.187 18.862 0.045 
58619.220 19.073 0.095 
58633.220 20.240 0.089 
58634.207 20.479 0.112 
58634.208 20.374 0.102 
58637.220 20.577 0.140 
filter ztfr
58589.226 19.478 0.179 
58591.341 18.942 0.113 
58592.287 18.936 0.076 
58593.285 18.938 0.094 
58594.162 18.686 0.024 
58597.346 18.336 0.025 
58606.179 18.293 0.016 
58608.221 18.324 0.016 
58608.221 18.313 0.016 
58612.200 18.567 0.020 
58612.201 18.512 0.018 
58617.226 18.757 0.039 
58617.228 18.814 0.039 
58618.214 18.796 0.050 
58632.186 19.192 0.055 
58633.182 19.274 0.046 
58634.177 19.255 0.038 
58634.178 19.228 0.037 
58637.174 19.426 0.045 
58640.225 19.697 0.087 
58643.244 19.815 0.134 
58646.215 19.846 0.119 
58649.221 19.993 0.211 
filter ztfi
58596.346 18.826 0.065 
58607.261 18.879 0.049 
58616.207 19.716 0.143 
58628.163 19.431 0.088 
