ZTF19abuazly 0.08198223 334.828335 10.665567
filter ztfg
58723.415 20.571 0.089 
58730.302 19.012 0.022 
58733.318 18.675 0.019 
58736.307 18.672 0.043 
58743.385 18.726 0.109 
58747.274 18.990 0.033 
58754.274 19.702 0.051 
58761.254 20.338 0.095 
58778.192 20.757 0.165 
filter ztfr
58723.374 20.892 0.137 
58726.304 19.823 0.058 
58730.384 19.032 0.028 
58735.321 18.735 0.043 
58735.321 18.786 0.038 
58740.363 18.542 0.067 
58743.340 18.822 0.062 
58750.258 19.148 0.042 
58757.230 19.345 0.039 
58757.298 19.494 0.055 
58765.188 19.510 0.134 
58768.185 19.728 0.168 
58770.329 20.123 0.257 
58770.330 19.658 0.176 
58771.322 20.036 0.265 
58771.322 19.795 0.213 
58773.256 19.937 0.205 
58773.256 20.186 0.185 
58774.193 20.167 0.134 
58774.247 19.917 0.148 
58774.248 20.036 0.156 
58777.192 20.369 0.144 
58787.125 20.577 0.263 
58787.125 20.140 0.173 
58791.125 20.687 0.171 
58799.274 20.283 0.285 
58799.274 20.247 0.299 
58799.275 20.041 0.247 
58799.278 20.101 0.302 
58799.279 20.139 0.312 
58799.283 20.161 0.302 
58799.291 20.129 0.312 
58799.295 19.844 0.296 
58799.299 19.983 0.286 
58799.301 19.916 0.283 
filter ztfi
58725.307 20.342 0.127 
58725.312 20.188 0.106 
58730.374 19.257 0.092 
58734.305 19.105 0.062 
58744.348 19.419 0.091 
58757.262 20.062 0.110 
58761.303 20.220 0.158 
58765.301 20.146 0.226 
58769.277 19.819 0.200 
