ZTF20acndqhk 0.08887324 63.716563 23.700187
filter ztfg
59139.383 20.767 0.131 
59143.380 20.388 0.071 
59145.409 20.011 0.045 
59149.447 20.147 0.075 
59151.380 20.492 0.255 
59153.434 20.339 0.256 
59164.436 20.900 0.130 
59166.402 21.144 0.155 
59170.223 21.240 0.201 
59172.266 21.284 0.203 
filter ztfr
59139.372 20.605 0.131 
59143.340 19.878 0.057 
59145.343 19.734 0.046 
59149.348 19.671 0.099 
59151.370 19.663 0.096 
59153.448 19.651 0.122 
59157.443 19.956 0.180 
59164.323 20.288 0.120 
59166.304 20.533 0.147 
59168.353 20.275 0.107 
59170.282 20.338 0.110 
59176.330 20.278 0.094 
59205.170 21.558 0.248 
