ZTF20abxgxjd 0.07624693 268.876325 30.222282
filter ztfg
59086.290 21.051 0.175 
59087.171 20.789 0.195 
59089.234 19.594 0.107 
59090.244 19.645 0.089 
59091.221 19.260 0.066 
59093.167 19.071 0.053 
59094.175 18.779 0.050 
59095.193 18.693 0.045 
59096.166 18.555 0.022 
59098.198 18.517 0.023 
59098.199 18.560 0.023 
59099.165 18.478 0.015 
59099.175 18.515 0.014 
59099.176 18.478 0.015 
59109.202 18.825 0.028 
59109.204 18.867 0.028 
59109.205 18.849 0.028 
59109.210 18.898 0.031 
59110.151 18.999 0.027 
59110.153 18.997 0.026 
59111.135 19.073 0.029 
59111.136 19.114 0.028 
59111.154 19.076 0.030 
59112.150 19.132 0.028 
59112.151 19.259 0.027 
59113.178 19.243 0.033 
59113.183 19.243 0.035 
59114.198 19.442 0.043 
59114.198 19.396 0.051 
59114.199 19.424 0.047 
59114.237 19.441 0.057 
59115.194 19.551 0.051 
59115.200 19.527 0.049 
59115.231 19.500 0.063 
59116.216 19.666 0.088 
59116.222 19.632 0.077 
59116.279 19.513 0.096 
59117.215 19.700 0.078 
59117.253 19.806 0.118 
59118.203 19.963 0.098 
59119.197 19.936 0.118 
59119.252 19.993 0.180 
59120.224 20.063 0.197 
59121.174 20.802 0.245 
59121.176 20.202 0.162 
59122.239 19.979 0.269 
59123.112 20.236 0.171 
59123.113 20.768 0.254 
59124.138 20.299 0.176 
59128.162 20.646 0.123 
59128.163 20.970 0.200 
59129.184 20.670 0.151 
59129.184 20.645 0.135 
59131.176 20.608 0.156 
59131.177 20.941 0.204 
59134.219 20.808 0.267 
59135.111 21.191 0.168 
59135.119 21.152 0.188 
59135.219 20.386 0.179 
59137.143 21.224 0.188 
59139.112 21.226 0.197 
59140.197 21.022 0.270 
59150.178 20.100 0.311 
59157.153 20.048 0.245 
filter ztfr
59087.255 20.750 0.256 
59088.182 20.119 0.173 
59089.214 19.849 0.144 
59090.181 19.475 0.088 
59090.185 19.739 0.109 
59091.208 19.391 0.073 
59092.235 19.290 0.077 
59093.195 19.024 0.067 
59093.196 19.047 0.075 
59094.277 18.928 0.078 
59095.155 18.840 0.044 
59096.128 18.757 0.045 
59096.206 18.720 0.041 
59096.207 18.697 0.038 
59096.208 18.783 0.039 
59097.310 18.538 0.068 
59098.126 18.639 0.040 
59098.172 18.599 0.026 
59098.179 18.617 0.026 
59098.180 18.613 0.027 
59098.322 18.566 0.056 
59099.227 18.593 0.032 
59099.228 18.560 0.031 
59099.229 18.579 0.032 
59106.118 18.573 0.064 
59106.196 18.614 0.043 
59106.198 18.527 0.039 
59106.205 18.633 0.048 
59106.215 18.521 0.045 
59107.121 18.603 0.043 
59107.132 18.608 0.034 
59107.133 18.641 0.038 
59107.134 18.634 0.040 
59109.159 18.711 0.033 
59109.160 18.741 0.041 
59109.161 18.650 0.033 
59109.169 18.695 0.033 
59110.141 18.739 0.030 
59111.229 18.810 0.039 
59111.260 18.900 0.052 
59112.172 18.837 0.030 
59112.173 18.839 0.031 
59113.129 18.949 0.038 
59113.138 18.912 0.034 
59113.159 18.867 0.039 
59114.173 18.963 0.046 
59114.182 18.889 0.041 
59114.183 18.972 0.046 
59114.285 19.072 0.072 
59115.162 18.987 0.045 
59115.162 19.017 0.046 
59115.280 18.988 0.075 
59116.193 19.110 0.061 
59116.195 19.085 0.057 
59117.111 19.105 0.056 
59117.128 19.148 0.056 
59118.233 19.191 0.060 
59119.163 19.171 0.058 
59119.179 19.158 0.057 
59120.204 19.121 0.082 
59121.159 19.098 0.062 
59121.163 19.172 0.065 
59121.191 19.229 0.076 
59122.200 19.213 0.089 
59122.212 19.065 0.087 
59123.260 19.595 0.241 
59123.261 19.376 0.182 
59124.223 19.297 0.104 
59124.226 19.422 0.115 
59124.256 19.548 0.168 
59125.117 19.375 0.068 
59125.125 19.382 0.094 
59127.100 19.460 0.090 
59128.242 19.515 0.125 
59128.243 19.580 0.138 
59129.123 19.479 0.054 
59129.250 19.701 0.143 
59134.161 19.991 0.124 
59134.164 19.999 0.133 
59135.161 19.835 0.099 
59135.172 20.022 0.105 
59136.164 20.091 0.115 
59137.112 19.979 0.097 
59137.119 20.004 0.093 
59137.199 20.177 0.148 
59139.098 20.274 0.122 
59139.138 20.211 0.130 
59141.111 20.106 0.126 
59141.113 20.180 0.118 
59141.151 20.301 0.162 
59142.133 20.198 0.123 
59143.145 20.375 0.137 
59144.201 20.252 0.173 
59145.101 20.566 0.150 
59145.102 20.465 0.131 
59145.153 20.256 0.146 
59146.108 20.143 0.149 
59150.115 20.402 0.234 
59153.079 20.629 0.305 
59157.080 20.616 0.197 
filter ztfi
59088.191 20.395 0.262 
59092.168 19.313 0.083 
59096.214 19.040 0.049 
59096.216 18.986 0.060 
59097.214 19.035 0.049 
59098.236 19.044 0.061 
59098.282 18.983 0.065 
59099.234 18.949 0.049 
59099.291 18.963 0.075 
59106.148 18.990 0.063 
59106.159 19.023 0.086 
59109.127 19.275 0.054 
59109.289 19.255 0.075 
59110.181 19.472 0.066 
59110.201 19.476 0.115 
59110.205 19.551 0.100 
59111.193 19.470 0.063 
59111.286 19.577 0.103 
59112.226 19.455 0.062 
59112.266 19.537 0.079 
59113.121 19.533 0.068 
59113.228 19.588 0.076 
59114.142 19.431 0.111 
59114.144 19.655 0.082 
59114.158 19.658 0.082 
59115.121 19.583 0.082 
