ZTF20aaiaaoi 0.13754157 147.29288 11.139633
filter ztfg
58880.421 18.991 0.031 
58881.443 18.899 0.032 
58883.398 18.933 0.055 
58883.399 18.866 0.054 
58884.275 18.823 0.070 
58885.291 18.673 0.071 
58890.293 18.686 0.079 
58891.232 18.737 0.056 
58893.250 18.836 0.021 
58894.315 18.894 0.023 
58894.316 18.868 0.024 
58895.249 18.956 0.027 
58896.250 19.012 0.027 
58898.290 19.173 0.025 
58898.291 19.138 0.026 
58899.357 19.250 0.032 
58900.333 19.344 0.044 
58903.297 19.550 0.042 
58903.310 19.619 0.042 
58904.273 19.608 0.051 
58904.274 19.574 0.047 
58905.260 19.659 0.068 
58906.312 19.723 0.060 
58909.273 20.256 0.140 
58909.274 20.049 0.142 
58911.361 20.043 0.156 
58912.253 20.287 0.159 
58912.254 20.098 0.146 
58913.275 20.303 0.190 
58936.254 21.546 0.236 
58963.191 21.451 0.239 
filter ztfr
58880.337 19.074 0.040 
58881.372 19.021 0.033 
58883.272 18.867 0.064 
58883.287 18.903 0.067 
58884.232 19.067 0.102 
58885.229 18.782 0.102 
58886.273 18.778 0.055 
58890.415 18.941 0.117 
58891.308 18.810 0.045 
58892.294 18.807 0.049 
58893.312 18.822 0.026 
58894.270 18.887 0.031 
58894.270 18.811 0.026 
58895.277 18.823 0.025 
58896.313 18.855 0.031 
58898.318 18.939 0.034 
58899.301 18.907 0.025 
58899.301 18.977 0.031 
58899.302 18.923 0.028 
58899.316 18.953 0.023 
58900.255 19.046 0.037 
58901.375 19.013 0.039 
58903.227 19.111 0.032 
58904.227 19.081 0.035 
58904.228 19.093 0.033 
58905.212 19.126 0.058 
58906.250 19.197 0.058 
58909.296 19.424 0.090 
58909.296 19.363 0.078 
58912.227 19.569 0.080 
58912.228 19.485 0.070 
58914.338 19.474 0.106 
58939.200 20.239 0.191 
58939.200 20.618 0.235 
58939.226 20.314 0.177 
58939.227 20.585 0.180 
58941.213 20.619 0.207 
58955.210 20.832 0.174 
58956.186 20.868 0.150 
58962.171 20.664 0.150 
58965.172 21.091 0.157 
