ZTF19aalemmz 0.07114892 220.243265 23.152814
filter ztfg
58541.420 19.436 0.072 
58547.357 18.582 0.019 
58567.460 19.991 0.136 
58572.338 20.144 0.107 
58580.418 20.686 0.130 
58583.375 21.031 0.198 
58586.399 21.288 0.195 
58597.298 21.238 0.191 
58599.297 21.782 0.116 
58606.381 21.765 0.217 
58612.293 22.153 0.249 
filter ztfr
58541.482 19.597 0.064 
58558.283 18.770 0.066 
58567.378 19.121 0.059 
58575.415 19.453 0.035 
58580.374 19.916 0.066 
58580.394 19.768 0.057 
58583.334 20.060 0.101 
58586.316 20.300 0.129 
58591.379 20.436 0.282 
58593.346 19.939 0.180 
58597.355 20.286 0.100 
58602.296 21.019 0.157 
58606.258 21.061 0.189 
58606.275 21.286 0.188 
58608.267 21.106 0.165 
58612.231 21.181 0.147 
58616.298 21.344 0.272 
58617.268 20.702 0.186 
filter ztfi
58547.443 19.079 0.063 
58581.394 20.064 0.148 
58586.304 20.566 0.237 
58596.357 20.813 0.251 
