ZTF20abywspv 0.09093821 24.98444 8.786792
filter ztfg
59093.436 20.307 0.219 
59107.388 18.494 0.022 
59109.375 18.457 0.032 
59111.371 18.506 0.018 
59112.330 18.523 0.014 
59115.422 18.616 0.016 
59117.312 18.790 0.021 
59120.305 18.885 0.051 
59121.309 19.103 0.072 
59122.329 19.069 0.095 
59129.358 19.492 0.060 
59134.288 19.931 0.068 
59136.348 20.152 0.062 
59138.363 20.613 0.125 
59140.296 20.543 0.098 
59142.387 20.584 0.092 
59171.236 21.122 0.168 
filter ztfr
59093.396 20.666 0.277 
59096.378 19.610 0.173 
59102.418 18.779 0.123 
59106.378 18.611 0.030 
59109.394 18.617 0.032 
59109.396 18.575 0.029 
59112.376 18.663 0.019 
59112.386 18.578 0.017 
59113.343 18.663 0.025 
59115.330 18.663 0.023 
59115.379 18.709 0.022 
59116.360 18.705 0.020 
59118.280 18.871 0.038 
59118.354 18.833 0.025 
59127.385 19.454 0.185 
59129.266 19.358 0.058 
59131.437 19.413 0.074 
59134.330 19.372 0.047 
59136.330 19.472 0.040 
59138.322 19.464 0.047 
59140.247 19.674 0.053 
59144.237 19.853 0.052 
59164.282 20.670 0.184 
59167.224 20.703 0.148 
59169.303 20.805 0.186 
filter ztfi
59114.384 19.360 0.066 
59140.346 20.028 0.121 
59141.289 19.972 0.111 
59144.291 19.912 0.103 
