ZTF20aczsjzc 0.0771075 164.793021 42.139905
filter ztfg
59203.388 20.637 0.167 
59205.428 19.624 0.060 
59215.423 18.443 0.080 
59217.445 18.383 0.033 
59219.429 18.452 0.028 
59221.479 18.478 0.022 
59223.412 18.614 0.027 
59225.446 18.821 0.040 
59229.447 19.137 0.048 
59231.432 19.225 0.025 
59248.412 20.341 0.131 
59250.366 20.848 0.176 
59250.458 21.304 0.251 
59250.459 20.766 0.155 
59256.342 21.296 0.169 
59266.411 21.192 0.292 
59280.248 21.385 0.163 
59281.333 21.405 0.274 
filter ztfr
59203.471 20.361 0.143 
59215.468 18.364 0.053 
59217.394 18.519 0.035 
59219.472 18.548 0.025 
59221.405 18.485 0.024 
59223.478 18.579 0.024 
59225.409 18.598 0.025 
59227.395 18.677 0.035 
59229.410 18.997 0.061 
59250.383 19.669 0.064 
59258.326 19.955 0.083 
59262.365 20.270 0.097 
59266.371 20.452 0.206 
59267.321 20.436 0.166 
59268.278 20.107 0.098 
59268.348 20.621 0.172 
59268.441 20.413 0.149 
59269.309 20.483 0.193 
59269.381 20.067 0.113 
59271.283 20.258 0.253 
59272.244 19.884 0.262 
59272.293 20.356 0.274 
59276.309 20.338 0.141 
59276.309 20.566 0.174 
59276.403 20.576 0.172 
59278.288 20.606 0.156 
59290.261 20.902 0.150 
59291.359 20.919 0.174 
filter ztfi
59210.452 18.816 0.130 
59217.504 19.025 0.072 
59220.390 19.240 0.104 
59223.431 19.208 0.066 
59226.479 19.618 0.116 
59229.495 19.804 0.209 
59232.448 20.003 0.097 
59248.340 19.649 0.080 
59251.347 19.966 0.109 
59254.370 19.841 0.088 
59257.425 20.400 0.243 
59269.406 20.807 0.299 
