ZTF20aaqtnam 0.12701483 235.556766 23.884866
filter ztfg
58903.525 20.121 0.054 
58906.523 19.504 0.070 
58911.524 19.224 0.038 
58914.483 19.222 0.057 
58936.480 20.601 0.086 
58965.402 21.593 0.187 
58966.437 21.621 0.211 
58971.420 21.821 0.272 
filter ztfr
58906.519 19.682 0.116 
58911.520 19.265 0.053 
58914.519 19.278 0.025 
58936.441 19.804 0.049 
58943.498 20.101 0.075 
58954.461 20.775 0.180 
58955.421 20.681 0.127 
58956.338 20.682 0.118 
58956.350 20.597 0.130 
58961.401 20.733 0.228 
58961.402 20.857 0.246 
58962.307 20.752 0.138 
58962.315 20.900 0.170 
58962.331 20.823 0.149 
58964.405 20.733 0.102 
58965.323 21.152 0.163 
58965.349 20.745 0.100 
58965.350 21.067 0.143 
58966.380 21.158 0.134 
58967.352 21.024 0.143 
58967.360 21.234 0.164 
58967.361 20.776 0.122 
58968.379 21.024 0.122 
58968.380 21.093 0.122 
58968.410 21.052 0.124 
58970.359 21.139 0.161 
58970.395 21.417 0.192 
58970.398 21.106 0.144 
58971.359 21.008 0.183 
58971.360 21.475 0.276 
58971.380 20.919 0.164 
58972.359 21.501 0.287 
58973.311 21.194 0.275 
58973.335 21.310 0.298 
58973.336 20.703 0.184 
58974.281 20.911 0.250 
58974.337 20.692 0.264 
58980.275 21.224 0.155 
filter ztfi
58962.397 20.672 0.181 
58964.308 20.742 0.179 
58964.327 20.650 0.170 
58965.359 20.836 0.188 
58965.388 20.907 0.181 
58971.315 20.539 0.257 
