ZTF18abtogdl 0.09913333 267.797133 53.314406
filter ztfg
58365.239 21.076 0.155 
58365.266 21.112 0.153 
58365.284 20.679 0.123 
58366.203 20.613 0.084 
58366.221 20.662 0.096 
58366.241 20.913 0.138 
58367.223 20.443 0.093 
58367.224 20.488 0.090 
58367.239 20.352 0.087 
58367.258 20.423 0.095 
58368.216 20.052 0.054 
58368.246 20.090 0.065 
58368.260 20.125 0.066 
58369.222 19.802 0.047 
58369.237 19.825 0.045 
58369.260 19.901 0.056 
58370.182 19.525 0.038 
58370.203 19.550 0.037 
58370.224 19.673 0.049 
58370.225 19.597 0.049 
58371.217 19.473 0.032 
58371.246 19.475 0.035 
58371.261 19.463 0.034 
58372.205 19.312 0.029 
58372.215 19.269 0.029 
58372.243 19.267 0.032 
58373.196 19.132 0.026 
58373.225 19.159 0.032 
58373.241 19.241 0.037 
58373.247 19.132 0.035 
58374.201 19.088 0.023 
58374.222 19.097 0.028 
58374.237 19.100 0.033 
58375.218 19.003 0.026 
58375.242 18.929 0.025 
58376.217 18.961 0.024 
58376.218 18.963 0.024 
58376.247 18.954 0.028 
58377.201 18.930 0.027 
58377.225 18.785 0.025 
58377.236 18.826 0.023 
58378.162 18.882 0.026 
58378.182 18.796 0.021 
58378.206 18.820 0.025 
58379.153 18.813 0.027 
58379.173 18.835 0.028 
58379.180 18.830 0.029 
58379.192 18.794 0.026 
58380.183 18.786 0.029 
58381.180 18.799 0.037 
58381.201 18.839 0.036 
58381.223 18.791 0.040 
58382.178 18.782 0.034 
58382.183 18.828 0.040 
58382.193 18.909 0.043 
58382.216 18.888 0.054 
58383.178 18.799 0.043 
58383.197 18.886 0.046 
58383.224 18.835 0.049 
58384.223 18.867 0.050 
58384.244 18.755 0.055 
58384.263 19.043 0.080 
58385.122 18.929 0.048 
58385.140 18.909 0.049 
58385.156 18.924 0.052 
58386.119 18.887 0.045 
58386.134 18.887 0.048 
58386.157 18.936 0.056 
58387.179 18.915 0.057 
58387.195 19.057 0.076 
58387.226 19.027 0.073 
58388.121 19.055 0.022 
58388.122 19.082 0.025 
58388.137 19.066 0.046 
58388.158 19.059 0.048 
58389.136 19.128 0.023 
58389.159 19.108 0.033 
58389.176 19.120 0.040 
58390.111 19.128 0.033 
58390.137 19.143 0.025 
58390.157 19.236 0.027 
58400.135 20.102 0.063 
filter ztfr
58365.162 21.010 0.155 
58365.180 20.896 0.148 
58367.154 20.585 0.120 
58367.182 20.530 0.106 
58367.185 20.902 0.183 
58367.197 20.538 0.140 
58368.146 20.145 0.081 
58368.154 20.222 0.069 
58368.181 20.227 0.093 
58369.139 19.883 0.060 
58369.151 20.057 0.073 
58369.178 19.957 0.062 
58370.158 19.864 0.060 
58370.258 19.726 0.061 
58371.145 19.529 0.046 
58371.154 19.657 0.048 
58371.178 19.621 0.050 
58372.151 19.484 0.044 
58372.177 19.357 0.037 
58373.137 19.369 0.042 
58373.155 19.398 0.040 
58373.158 19.306 0.033 
58373.180 19.421 0.047 
58374.141 19.239 0.035 
58374.152 19.231 0.038 
58374.182 19.290 0.040 
58375.181 19.139 0.034 
58375.202 19.144 0.032 
58376.179 19.096 0.034 
58376.198 19.020 0.032 
58377.132 19.025 0.031 
58377.155 18.941 0.031 
58377.183 18.964 0.030 
58378.141 18.919 0.026 
58378.220 18.921 0.031 
58378.243 18.959 0.034 
58379.225 18.948 0.033 
58379.226 18.911 0.032 
58379.237 18.879 0.030 
58379.256 19.002 0.034 
58381.120 18.856 0.031 
58381.131 18.880 0.037 
58381.156 18.976 0.036 
58382.133 18.924 0.035 
58382.134 18.988 0.034 
58382.159 18.872 0.031 
58383.123 18.920 0.039 
58383.142 18.955 0.041 
58383.162 18.951 0.040 
58384.142 18.923 0.042 
58384.157 18.852 0.041 
58384.178 18.977 0.044 
58385.178 19.029 0.051 
58385.204 19.013 0.058 
58385.215 18.826 0.039 
58386.204 19.023 0.058 
58386.221 19.200 0.076 
58386.236 19.168 0.079 
58387.113 18.965 0.035 
58387.135 18.995 0.038 
58387.158 18.902 0.037 
58388.175 19.064 0.049 
58388.180 19.101 0.051 
58388.199 19.045 0.055 
58388.219 19.175 0.060 
58389.120 19.083 0.030 
58389.221 19.034 0.046 
58389.246 19.035 0.045 
58390.178 19.149 0.035 
58390.200 19.134 0.038 
58390.214 19.116 0.043 
58400.154 19.624 0.056 
58400.181 19.576 0.060 
58400.201 19.676 0.066 
58423.096 20.385 0.198 
58425.095 20.778 0.176 
58425.113 20.575 0.211 
58430.100 20.822 0.165 
58433.111 20.381 0.175 
filter ztfi
58371.287 19.733 0.099 
58375.322 19.574 0.091 
58379.133 19.466 0.064 
58390.286 20.259 0.282 
