ZTF18acrvakb 0.07134323 77.016052 -3.54945
filter ztfg
58450.419 19.610 0.296 
58462.352 18.348 0.040 
58466.311 18.360 0.044 
58469.175 18.506 0.076 
58472.248 18.457 0.113 
58480.272 19.626 0.156 
58487.228 19.792 0.144 
58495.245 20.501 0.235 
58514.206 20.069 0.196 
58523.129 20.314 0.236 
filter ztfr
58449.394 19.348 0.224 
58450.375 19.131 0.134 
58456.233 18.680 0.088 
58456.275 18.669 0.075 
58462.313 18.355 0.088 
58472.273 18.316 0.096 
58480.294 18.904 0.130 
58490.229 18.881 0.087 
58493.265 19.305 0.120 
58509.254 19.750 0.289 
