ZTF20abegiry 0.04032063 34.273614 33.747132
filter ztfg
59038.465 18.890 0.064 
59046.476 19.671 0.061 
59049.464 19.755 0.060 
59052.471 19.880 0.063 
59054.483 20.028 0.092 
59055.435 19.836 0.064 
59059.430 20.126 0.086 
59060.471 20.227 0.078 
59060.491 20.237 0.104 
59062.422 20.207 0.202 
59063.469 19.935 0.133 
59064.486 20.299 0.211 
59067.469 20.087 0.188 
59068.483 20.258 0.163 
59068.494 20.432 0.186 
59069.386 20.031 0.159 
59071.460 20.325 0.139 
59072.443 20.314 0.141 
59072.451 20.294 0.160 
59073.404 20.515 0.174 
59073.434 20.329 0.125 
59075.425 20.329 0.106 
59076.477 20.391 0.107 
59077.429 20.347 0.087 
59080.451 20.652 0.132 
59082.382 19.992 0.136 
59085.399 20.520 0.099 
59086.487 20.668 0.112 
59086.507 20.690 0.143 
59087.487 20.505 0.101 
59088.512 20.802 0.212 
59089.350 20.416 0.180 
59089.406 20.759 0.159 
filter ztfr
59009.464 17.915 0.039 
59009.469 17.844 0.034 
59009.474 18.005 0.055 
59013.460 17.428 0.027 
59013.465 17.400 0.022 
59013.470 17.359 0.020 
59013.475 17.388 0.023 
59015.466 17.319 0.025 
59015.471 17.285 0.022 
59015.476 17.278 0.019 
59017.462 17.238 0.010 
59017.467 17.234 0.011 
59017.472 17.240 0.013 
59017.477 17.208 0.015 
59019.462 17.229 0.010 
59019.467 17.220 0.009 
59019.472 17.222 0.011 
59019.477 17.250 0.013 
59049.432 18.762 0.024 
59052.431 18.969 0.030 
59055.469 19.115 0.029 
59055.493 19.000 0.032 
59059.468 19.288 0.038 
59060.448 19.318 0.037 
59062.487 19.416 0.046 
59063.411 19.298 0.079 
59064.396 19.694 0.150 
59064.424 19.357 0.085 
59065.411 19.429 0.107 
59065.451 19.690 0.107 
59066.467 19.429 0.080 
59066.479 19.442 0.076 
59067.449 19.632 0.084 
59068.415 19.649 0.091 
59068.431 19.471 0.072 
59069.468 19.570 0.058 
59069.471 19.643 0.061 
59071.383 19.773 0.096 
59072.474 19.724 0.068 
59073.468 19.669 0.065 
59076.435 19.710 0.100 
59077.442 19.853 0.052 
59077.462 19.964 0.066 
59079.413 19.908 0.066 
59080.494 19.914 0.072 
59081.414 19.969 0.078 
59082.509 20.111 0.092 
59083.468 20.028 0.090 
59084.509 20.058 0.071 
59086.396 20.293 0.087 
59086.422 20.175 0.079 
59087.430 20.246 0.091 
59087.443 20.129 0.097 
59088.392 20.196 0.098 
